problem,language,submission_id,source_file,issue_id,severity,line,column,message,verbose_message,inconclusive,cwe,is_unused_code
cutiile-magice,cpp,1314236255,cutiile-magice/1314236255.cpp,unusedFunction,style,8,8,The function 'myFraction' is never used.,The function 'myFraction' is never used.,false,561,True
cutiile-magice,cpp,1314236272,cutiile-magice/1314236272.cpp,cstyleCast,style,13,20,C-style pointer casting,"C-style pointer casting detected. C++ offers four different kinds of casts as replacements: static_cast, const_cast, dynamic_cast and reinterpret_cast. A C-style cast could evaluate to any of those automatically, thus it is considered safer if the programmer explicitly states which kind of cast is expected.",false,398,False
cutiile-magice,cpp,1314236272,cutiile-magice/1314236272.cpp,cstyleCast,style,15,18,C-style pointer casting,"C-style pointer casting detected. C++ offers four different kinds of casts as replacements: static_cast, const_cast, dynamic_cast and reinterpret_cast. A C-style cast could evaluate to any of those automatically, thus it is considered safer if the programmer explicitly states which kind of cast is expected.",false,398,False
cutiile-magice,cpp,1314236272,cutiile-magice/1314236272.cpp,nullPointerOutOfMemory,warning,15,9,"If memory allocation fails, then there is a possible null pointer dereference: pos","If memory allocation fails, then there is a possible null pointer dereference: pos",false,476,False
cutiile-magice,cpp,1314236272,cutiile-magice/1314236272.cpp,nullPointerOutOfMemory,warning,18,9,"If memory allocation fails, then there is a possible null pointer dereference: pos","If memory allocation fails, then there is a possible null pointer dereference: pos",false,476,False
cutiile-magice,cpp,1314236272,cutiile-magice/1314236272.cpp,nullPointerOutOfMemory,warning,19,5,"If memory allocation fails, then there is a possible null pointer dereference: pos","If memory allocation fails, then there is a possible null pointer dereference: pos",false,476,False
cutiile-magice,cpp,1314236272,cutiile-magice/1314236272.cpp,nullPointerOutOfMemory,warning,25,13,"If memory allocation fails, then there is a possible null pointer dereference: pos","If memory allocation fails, then there is a possible null pointer dereference: pos",false,476,False
cutiile-magice,cpp,1314236272,cutiile-magice/1314236272.cpp,nullPointerOutOfMemory,warning,25,25,"If memory allocation fails, then there is a possible null pointer dereference: pos","If memory allocation fails, then there is a possible null pointer dereference: pos",false,476,False
cutiile-magice,cpp,1314236649,cutiile-magice/1314236649.cpp,unreadVariable,style,13,33,Variable 'aux' is assigned a value that is never used.,Variable 'aux' is assigned a value that is never used.,false,563,True
cutiile-magice,cpp,1314236669,cutiile-magice/1314236669.cpp,legacyUninitvar,error,15,13,Uninitialized variable: expected,Uninitialized variable: expected,false,457,False
cutiile-magice,cpp,1314236669,cutiile-magice/1314236669.cpp,uninitvar,warning,17,16,Uninitialized variable: expected,Uninitialized variable: expected,false,457,False
cutiile-magice,cpp,1314236669,cutiile-magice/1314236669.cpp,unusedVariable,style,23,13,Unused variable: i,Unused variable: i,false,563,True
cutiile-magice,cpp,1314236688,cutiile-magice/1314236688.cpp,constParameter,style,18,26,Parameter 'm' can be declared as const array,Parameter 'm' can be declared as const array,false,398,False
cutiile-magice,cpp,1314236710,cutiile-magice/1314236710.cpp,unreadVariable,style,13,33,Variable 'aux' is assigned a value that is never used.,Variable 'aux' is assigned a value that is never used.,false,563,True
cutiile-magice,cpp,1314236738,cutiile-magice/1314236738.cpp,unusedVariable,style,12,13,Unused variable: j,Unused variable: j,false,563,True
cutiile-magice,cpp,1314236738,cutiile-magice/1314236738.cpp,legacyUninitvar,error,30,18,Uninitialized variable: rez,Uninitialized variable: rez,false,457,False
cutiile-magice,cpp,1314236738,cutiile-magice/1314236738.cpp,uninitvar,warning,34,50,Uninitialized variable: rez,Uninitialized variable: rez,false,457,False
cutiile-magice,cpp,1314236883,cutiile-magice/1314236883.cpp,unusedVariable,style,23,13,Unused variable: i,Unused variable: i,false,563,True
cutiile-magice,cpp,1314237078,cutiile-magice/1314237078.cpp,unreadVariable,style,13,28,Variable 'aux' is assigned a value that is never used.,Variable 'aux' is assigned a value that is never used.,false,563,True
cutiile-magice,cpp,1314237078,cutiile-magice/1314237078.cpp,unreadVariable,style,47,13,Variable 'aux' is assigned a value that is never used.,Variable 'aux' is assigned a value that is never used.,false,563,True
cutiile-magice,cpp,1314237155,cutiile-magice/1314237155.cpp,unusedVariable,style,12,13,Unused variable: j,Unused variable: j,false,563,True
cutiile-magice,cpp,1314237155,cutiile-magice/1314237155.cpp,legacyUninitvar,error,30,18,Uninitialized variable: rez,Uninitialized variable: rez,false,457,False
cutiile-magice,cpp,1314237155,cutiile-magice/1314237155.cpp,uninitvar,warning,34,49,Uninitialized variable: rez,Uninitialized variable: rez,false,457,False
cutiile-magice,cpp,1314237197,cutiile-magice/1314237197.cpp,unusedVariable,style,11,15,Unused variable: y,Unused variable: y,false,563,True
cutiile-magice,cpp,1314237376,cutiile-magice/1314237376.cpp,shadowVariable,style,28,22,Local variable 'k' shadows outer variable,Local variable 'k' shadows outer variable,false,398,False
cutiile-magice,cpp,1314237608,cutiile-magice/1314237608.cpp,variableScope,style,24,9,The scope of the variable 'i' can be reduced.,"The scope of the variable 'i' can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for 'i' can be reduced:\012void f(int x)\012{\012    int i = 0;\012    if (x) {\012        // it's safe to move 'int i = 0;' here\012        for (int n = 0; n < 10; ++n) {\012            // it is possible but not safe to move 'int i = 0;' here\012            do_something(&i);\012        }\012    }\012}\012When you see this message it is always safe to reduce the variable scope 1 level.",false,398,False
cutiile-magice,cpp,1314237608,cutiile-magice/1314237608.cpp,uninitvar,warning,41,27,Uninitialized variable: ans,Uninitialized variable: ans,false,457,False
cutiile-magice,cpp,1314287538,cutiile-magice/1314287538.cpp,unreadVariable,style,16,30,Variable 'probs' is assigned a value that is never used.,Variable 'probs' is assigned a value that is never used.,false,563,True
cutiile-magice,cpp,1314287538,cutiile-magice/1314287538.cpp,unusedVariable,style,17,12,Unused variable: j,Unused variable: j,false,563,True
cutiile-magice,cpp,1314287538,cutiile-magice/1314287538.cpp,unusedVariable,style,17,15,Unused variable: l,Unused variable: l,false,563,True
cutiile-magice,cpp,1323073128,cutiile-magice/1323073128.cpp,noConstructor,style,8,1,The class 'Task' does not declare a constructor although it has private member variables which likely require initialization.,"The class 'Task' does not declare a constructor although it has private member variables which likely require initialization. Member variables of native types, pointers, or references are left uninitialized when the class is instantiated. That may cause bugs or undefined behavior.",false,398,False
cutiile-magice,cpp,1323075875,cutiile-magice/1323075875.cpp,functionStatic,style,36,10,The member function 'Task::print_output' can be static.,The member function 'Task::print_output' can be static.,false,398,False
cutiile-magice,cpp,1323075875,cutiile-magice/1323075875.cpp,noConstructor,style,4,1,The class 'Task' does not declare a constructor although it has private member variables which likely require initialization.,"The class 'Task' does not declare a constructor although it has private member variables which likely require initialization. Member variables of native types, pointers, or references are left uninitialized when the class is instantiated. That may cause bugs or undefined behavior.",false,398,False
cutiile-magice,cpp,1323410372,cutiile-magice/1323410372.cpp,variableScope,style,12,15,The scope of the variable 'i' can be reduced.,"The scope of the variable 'i' can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for 'i' can be reduced:\012void f(int x)\012{\012    int i = 0;\012    if (x) {\012        // it's safe to move 'int i = 0;' here\012        for (int n = 0; n < 10; ++n) {\012            // it is possible but not safe to move 'int i = 0;' here\012            do_something(&i);\012        }\012    }\012}\012When you see this message it is always safe to reduce the variable scope 1 level.",false,398,False
cutiile-magice,cpp,1323410372,cutiile-magice/1323410372.cpp,variableScope,style,12,18,The scope of the variable 'j' can be reduced.,"The scope of the variable 'j' can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for 'i' can be reduced:\012void f(int x)\012{\012    int i = 0;\012    if (x) {\012        // it's safe to move 'int i = 0;' here\012        for (int n = 0; n < 10; ++n) {\012            // it is possible but not safe to move 'int i = 0;' here\012            do_something(&i);\012        }\012    }\012}\012When you see this message it is always safe to reduce the variable scope 1 level.",false,398,False
cutiile-magice,cpp,1323410372,cutiile-magice/1323410372.cpp,variableScope,style,12,21,The scope of the variable 'l' can be reduced.,"The scope of the variable 'l' can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for 'i' can be reduced:\012void f(int x)\012{\012    int i = 0;\012    if (x) {\012        // it's safe to move 'int i = 0;' here\012        for (int n = 0; n < 10; ++n) {\012            // it is possible but not safe to move 'int i = 0;' here\012            do_something(&i);\012        }\012    }\012}\012When you see this message it is always safe to reduce the variable scope 1 level.",false,398,False
cutiile-magice,cpp,1323410554,cutiile-magice/1323410554.cpp,variableScope,style,12,15,The scope of the variable 'i' can be reduced.,"The scope of the variable 'i' can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for 'i' can be reduced:\012void f(int x)\012{\012    int i = 0;\012    if (x) {\012        // it's safe to move 'int i = 0;' here\012        for (int n = 0; n < 10; ++n) {\012            // it is possible but not safe to move 'int i = 0;' here\012            do_something(&i);\012        }\012    }\012}\012When you see this message it is always safe to reduce the variable scope 1 level.",false,398,False
cutiile-magice,cpp,1323410554,cutiile-magice/1323410554.cpp,variableScope,style,12,18,The scope of the variable 'j' can be reduced.,"The scope of the variable 'j' can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for 'i' can be reduced:\012void f(int x)\012{\012    int i = 0;\012    if (x) {\012        // it's safe to move 'int i = 0;' here\012        for (int n = 0; n < 10; ++n) {\012            // it is possible but not safe to move 'int i = 0;' here\012            do_something(&i);\012        }\012    }\012}\012When you see this message it is always safe to reduce the variable scope 1 level.",false,398,False
cutiile-magice,cpp,1323410554,cutiile-magice/1323410554.cpp,variableScope,style,12,21,The scope of the variable 'l' can be reduced.,"The scope of the variable 'l' can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for 'i' can be reduced:\012void f(int x)\012{\012    int i = 0;\012    if (x) {\012        // it's safe to move 'int i = 0;' here\012        for (int n = 0; n < 10; ++n) {\012            // it is possible but not safe to move 'int i = 0;' here\012            do_something(&i);\012        }\012    }\012}\012When you see this message it is always safe to reduce the variable scope 1 level.",false,398,False
cutiile-magice,cpp,1323410728,cutiile-magice/1323410728.cpp,variableScope,style,12,15,The scope of the variable 'i' can be reduced.,"The scope of the variable 'i' can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for 'i' can be reduced:\012void f(int x)\012{\012    int i = 0;\012    if (x) {\012        // it's safe to move 'int i = 0;' here\012        for (int n = 0; n < 10; ++n) {\012            // it is possible but not safe to move 'int i = 0;' here\012            do_something(&i);\012        }\012    }\012}\012When you see this message it is always safe to reduce the variable scope 1 level.",false,398,False
cutiile-magice,cpp,1323410728,cutiile-magice/1323410728.cpp,variableScope,style,12,18,The scope of the variable 'j' can be reduced.,"The scope of the variable 'j' can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for 'i' can be reduced:\012void f(int x)\012{\012    int i = 0;\012    if (x) {\012        // it's safe to move 'int i = 0;' here\012        for (int n = 0; n < 10; ++n) {\012            // it is possible but not safe to move 'int i = 0;' here\012            do_something(&i);\012        }\012    }\012}\012When you see this message it is always safe to reduce the variable scope 1 level.",false,398,False
cutiile-magice,cpp,1323410728,cutiile-magice/1323410728.cpp,variableScope,style,12,21,The scope of the variable 'l' can be reduced.,"The scope of the variable 'l' can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for 'i' can be reduced:\012void f(int x)\012{\012    int i = 0;\012    if (x) {\012        // it's safe to move 'int i = 0;' here\012        for (int n = 0; n < 10; ++n) {\012            // it is possible but not safe to move 'int i = 0;' here\012            do_something(&i);\012        }\012    }\012}\012When you see this message it is always safe to reduce the variable scope 1 level.",false,398,False
cutiile-magice,cpp,1323426906,cutiile-magice/1323426906.cpp,variableScope,style,14,12,The scope of the variable 'res' can be reduced.,"The scope of the variable 'res' can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for 'i' can be reduced:\012void f(int x)\012{\012    int i = 0;\012    if (x) {\012        // it's safe to move 'int i = 0;' here\012        for (int n = 0; n < 10; ++n) {\012            // it is possible but not safe to move 'int i = 0;' here\012            do_something(&i);\012        }\012    }\012}\012When you see this message it is always safe to reduce the variable scope 1 level.",false,398,False
cutiile-magice,cpp,1323430686,cutiile-magice/1323430686.cpp,useStlAlgorithm,style,36,13,Consider using std::accumulate algorithm instead of a raw loop.,Consider using std::accumulate algorithm instead of a raw loop.,false,398,False
cutiile-magice,cpp,1323430686,cutiile-magice/1323430686.cpp,constParameterReference,style,8,23,Parameter 'current' can be declared as reference to const,Parameter 'current' can be declared as reference to const,false,398,False
cutiile-magice,cpp,1323431099,cutiile-magice/1323431099.cpp,constParameterReference,style,8,23,Parameter 'current' can be declared as reference to const,Parameter 'current' can be declared as reference to const,false,398,False
cutiile-magice,c,1332110679,cutiile-magice/1332110679.c,nullPointerOutOfMemory,warning,31,9,"If memory allocation fails, then there is a possible null pointer dereference: mat","If memory allocation fails, then there is a possible null pointer dereference: mat",false,476,False
cutiile-magice,c,1332110679,cutiile-magice/1332110679.c,nullPointerOutOfMemory,warning,32,9,"If memory allocation fails, then there is a possible null pointer dereference: mat1","If memory allocation fails, then there is a possible null pointer dereference: mat1",false,476,False
cutiile-magice,c,1332110679,cutiile-magice/1332110679.c,nullPointerOutOfMemory,warning,39,17,"If memory allocation fails, then there is a possible null pointer dereference: mat","If memory allocation fails, then there is a possible null pointer dereference: mat",false,476,False
cutiile-magice,c,1332110679,cutiile-magice/1332110679.c,nullPointerOutOfMemory,warning,40,17,"If memory allocation fails, then there is a possible null pointer dereference: mat1","If memory allocation fails, then there is a possible null pointer dereference: mat1",false,476,False
cutiile-magice,c,1332110679,cutiile-magice/1332110679.c,nullPointerOutOfMemory,warning,43,17,"If memory allocation fails, then there is a possible null pointer dereference: mat","If memory allocation fails, then there is a possible null pointer dereference: mat",false,476,False
cutiile-magice,c,1332110679,cutiile-magice/1332110679.c,nullPointerOutOfMemory,warning,44,17,"If memory allocation fails, then there is a possible null pointer dereference: mat1","If memory allocation fails, then there is a possible null pointer dereference: mat1",false,476,False
cutiile-magice,c,1332110679,cutiile-magice/1332110679.c,nullPointerOutOfMemory,warning,56,20,"If memory allocation fails, then there is a possible null pointer dereference: sum","If memory allocation fails, then there is a possible null pointer dereference: sum",false,476,False
cutiile-magice,c,1332110679,cutiile-magice/1332110679.c,nullPointerOutOfMemory,warning,61,28,"If memory allocation fails, then there is a possible null pointer dereference: sum","If memory allocation fails, then there is a possible null pointer dereference: sum",false,476,False
cutiile-magice,cpp,1332587187,cutiile-magice/1332587187.cpp,shadowMember,style,36,26,Local variable 'k' shadows outer member,Local variable 'k' shadows outer member,false,398,False
cutiile-magice,cpp,1332587187,cutiile-magice/1332587187.cpp,functionStatic,style,55,10,The member function 'Task::print_output' can be static.,The member function 'Task::print_output' can be static.,false,398,False
cutiile-magice,cpp,1332587187,cutiile-magice/1332587187.cpp,unreadVariable,style,61,16,Variable 'task' is assigned a value that is never used.,Variable 'task' is assigned a value that is never used.,false,563,True
cutiile-magice,cpp,1332587187,cutiile-magice/1332587187.cpp,noConstructor,style,9,1,The class 'Task' does not declare a constructor although it has private member variables which likely require initialization.,"The class 'Task' does not declare a constructor although it has private member variables which likely require initialization. Member variables of native types, pointers, or references are left uninitialized when the class is instantiated. That may cause bugs or undefined behavior.",false,398,False
cutiile-magice,cpp,1332595204,cutiile-magice/1332595204.cpp,functionStatic,style,47,10,The member function 'Task::print_output' can be static.,The member function 'Task::print_output' can be static.,false,398,False
cutiile-magice,cpp,1332595204,cutiile-magice/1332595204.cpp,unreadVariable,style,53,16,Variable 'task' is assigned a value that is never used.,Variable 'task' is assigned a value that is never used.,false,563,True
cutiile-magice,cpp,1332595204,cutiile-magice/1332595204.cpp,noConstructor,style,9,1,The class 'Task' does not declare a constructor although it has private member variables which likely require initialization.,"The class 'Task' does not declare a constructor although it has private member variables which likely require initialization. Member variables of native types, pointers, or references are left uninitialized when the class is instantiated. That may cause bugs or undefined behavior.",false,398,False
cutiile-magice,cpp,1332595217,cutiile-magice/1332595217.cpp,functionStatic,style,47,10,The member function 'Task::print_output' can be static.,The member function 'Task::print_output' can be static.,false,398,False
cutiile-magice,cpp,1332595217,cutiile-magice/1332595217.cpp,unreadVariable,style,53,16,Variable 'task' is assigned a value that is never used.,Variable 'task' is assigned a value that is never used.,false,563,True
cutiile-magice,cpp,1332595217,cutiile-magice/1332595217.cpp,noConstructor,style,9,1,The class 'Task' does not declare a constructor although it has private member variables which likely require initialization.,"The class 'Task' does not declare a constructor although it has private member variables which likely require initialization. Member variables of native types, pointers, or references are left uninitialized when the class is instantiated. That may cause bugs or undefined behavior.",false,398,False
cutiile-magice,cpp,1332763109,cutiile-magice/1332763109.cpp,shadowVariable,style,31,21,Local variable 'k' shadows outer variable,Local variable 'k' shadows outer variable,false,398,False
cutiile-magice,cpp,1332763328,cutiile-magice/1332763328.cpp,shadowVariable,style,26,21,Local variable 'k' shadows outer variable,Local variable 'k' shadows outer variable,false,398,False
cutiile-magice,cpp,1332763408,cutiile-magice/1332763408.cpp,shadowVariable,style,9,22,Argument 'n' shadows outer variable,Argument 'n' shadows outer variable,false,398,False
cutiile-magice,cpp,1332763408,cutiile-magice/1332763408.cpp,shadowVariable,style,9,29,Argument 'k' shadows outer variable,Argument 'k' shadows outer variable,false,398,False
cutiile-magice,cpp,1342825484,cutiile-magice/1342825484.cpp,unusedFunction,style,30,4,The function 'mypowr' is never used.,The function 'mypowr' is never used.,false,561,True
cutiile-magice,cpp,1342825484,cutiile-magice/1342825484.cpp,unusedFunction,style,32,4,The function 'mypow' is never used.,The function 'mypow' is never used.,false,561,True
cutiile-magice,cpp,1344623858,cutiile-magice/1344623858.cpp,uninitvar,error,8,27,Uninitialized variable: n,Uninitialized variable: n,false,457,False
cutiile-magice,cpp,1344623858,cutiile-magice/1344623858.cpp,variableScope,style,8,37,The scope of the variable 'decimal' can be reduced.,"The scope of the variable 'decimal' can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for 'i' can be reduced:\012void f(int x)\012{\012    int i = 0;\012    if (x) {\012        // it's safe to move 'int i = 0;' here\012        for (int n = 0; n < 10; ++n) {\012            // it is possible but not safe to move 'int i = 0;' here\012            do_something(&i);\012        }\012    }\012}\012When you see this message it is always safe to reduce the variable scope 1 level.",false,398,False
cutiile-magice,cpp,1344623923,cutiile-magice/1344623923.cpp,uninitvar,error,8,27,Uninitialized variable: n,Uninitialized variable: n,false,457,False
cutiile-magice,cpp,1344623923,cutiile-magice/1344623923.cpp,variableScope,style,8,37,The scope of the variable 'decimal' can be reduced.,"The scope of the variable 'decimal' can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for 'i' can be reduced:\012void f(int x)\012{\012    int i = 0;\012    if (x) {\012        // it's safe to move 'int i = 0;' here\012        for (int n = 0; n < 10; ++n) {\012            // it is possible but not safe to move 'int i = 0;' here\012            do_something(&i);\012        }\012    }\012}\012When you see this message it is always safe to reduce the variable scope 1 level.",false,398,False
cutiile-magice,cpp,1344729739,cutiile-magice/1344729739.cpp,shadowVariable,style,18,22,Local variable 'k' shadows outer variable,Local variable 'k' shadows outer variable,false,398,False
cutiile-magice,cpp,1344729743,cutiile-magice/1344729743.cpp,shadowVariable,style,18,22,Local variable 'k' shadows outer variable,Local variable 'k' shadows outer variable,false,398,False
cutiile-magice,cpp,1344729749,cutiile-magice/1344729749.cpp,shadowVariable,style,18,22,Local variable 'k' shadows outer variable,Local variable 'k' shadows outer variable,false,398,False
cutiile-magice,cpp,1344729750,cutiile-magice/1344729750.cpp,shadowVariable,style,18,22,Local variable 'k' shadows outer variable,Local variable 'k' shadows outer variable,false,398,False
cutiile-magice,cpp,1344729766,cutiile-magice/1344729766.cpp,shadowVariable,style,20,22,Local variable 'k' shadows outer variable,Local variable 'k' shadows outer variable,false,398,False
cutiile-magice,cpp,1361673680,cutiile-magice/1361673680.cpp,knownEmptyContainer,style,33,89,Using copy with iterator 'probabilities.begin()' that is always empty.,Using copy with iterator 'probabilities.begin()' that is always empty.,false,398,False
cutiile-magice,cpp,1361673680,cutiile-magice/1361673680.cpp,noConstructor,style,4,1,The class 'Task' does not declare a constructor although it has private member variables which likely require initialization.,"The class 'Task' does not declare a constructor although it has private member variables which likely require initialization. Member variables of native types, pointers, or references are left uninitialized when the class is instantiated. That may cause bugs or undefined behavior.",false,398,False
