problem,language,submission_id,source_file,status,return_code,total_findings,unused_findings,error_message
cutiile-magice,cpp,1314236688,cutiile-magice/1314236688.cpp,ok,0,1,0,
cutiile-magice,cpp,1314236710,cutiile-magice/1314236710.cpp,ok,0,1,1,
cutiile-magice,cpp,1314236711,cutiile-magice/1314236711.cpp,ok,0,0,0,
cutiile-magice,cpp,1314236720,cutiile-magice/1314236720.cpp,ok,0,0,0,
cutiile-magice,cpp,1314236738,cutiile-magice/1314236738.cpp,ok,0,3,1,
cutiile-magice,cpp,1314236776,cutiile-magice/1314236776.cpp,ok,0,0,0,
cutiile-magice,cpp,1314236851,cutiile-magice/1314236851.cpp,ok,0,0,0,
cutiile-magice,cpp,1314236883,cutiile-magice/1314236883.cpp,ok,0,1,1,
cutiile-magice,cpp,1314236909,cutiile-magice/1314236909.cpp,ok,0,0,0,
cutiile-magice,cpp,1314237023,cutiile-magice/1314237023.cpp,ok,0,0,0,
cutiile-magice,cpp,1314237078,cutiile-magice/1314237078.cpp,ok,0,2,2,
cutiile-magice,cpp,1314237139,cutiile-magice/1314237139.cpp,ok,0,0,0,
cutiile-magice,cpp,1314237155,cutiile-magice/1314237155.cpp,ok,0,3,1,
cutiile-magice,cpp,1314237197,cutiile-magice/1314237197.cpp,ok,0,1,1,
cutiile-magice,cpp,1314237342,cutiile-magice/1314237342.cpp,ok,0,0,0,
cutiile-magice,cpp,1314237376,cutiile-magice/1314237376.cpp,ok,0,1,0,
cutiile-magice,cpp,1314237431,cutiile-magice/1314237431.cpp,ok,0,0,0,
cutiile-magice,cpp,1314237505,cutiile-magice/1314237505.cpp,ok,0,0,0,
cutiile-magice,cpp,1314237533,cutiile-magice/1314237533.cpp,ok,0,0,0,
cutiile-magice,cpp,1314237552,cutiile-magice/1314237552.cpp,ok,0,0,0,
cutiile-magice,cpp,1314237581,cutiile-magice/1314237581.cpp,ok,0,0,0,
cutiile-magice,cpp,1314237593,cutiile-magice/1314237593.cpp,ok,0,0,0,
cutiile-magice,cpp,1314237608,cutiile-magice/1314237608.cpp,ok,0,2,0,
cutiile-magice,cpp,1314237617,cutiile-magice/1314237617.cpp,ok,0,0,0,
cutiile-magice,cpp,1314237621,cutiile-magice/1314237621.cpp,ok,0,0,0,
cutiile-magice,cpp,1314237645,cutiile-magice/1314237645.cpp,ok,0,0,0,
cutiile-magice,cpp,1314237778,cutiile-magice/1314237778.cpp,ok,0,0,0,
cutiile-magice,cpp,1314287538,cutiile-magice/1314287538.cpp,ok,0,3,3,
cutiile-magice,cpp,1323072176,cutiile-magice/1323072176.cpp,ok,0,0,0,
cutiile-magice,cpp,1323073128,cutiile-magice/1323073128.cpp,ok,0,1,0,
cutiile-magice,cpp,1323074321,cutiile-magice/1323074321.cpp,ok,0,0,0,
cutiile-magice,cpp,1323074346,cutiile-magice/1323074346.cpp,ok,0,0,0,
cutiile-magice,cpp,1323075217,cutiile-magice/1323075217.cpp,ok,0,0,0,
cutiile-magice,cpp,1323075305,cutiile-magice/1323075305.cpp,ok,0,0,0,
cutiile-magice,cpp,1323075392,cutiile-magice/1323075392.cpp,ok,0,0,0,
cutiile-magice,cpp,1323075875,cutiile-magice/1323075875.cpp,ok,0,2,0,
cutiile-magice,cpp,1323077820,cutiile-magice/1323077820.cpp,ok,0,0,0,
cutiile-magice,cpp,1323078720,cutiile-magice/1323078720.cpp,ok,0,0,0,
cutiile-magice,cpp,1323398693,cutiile-magice/1323398693.cpp,ok,0,0,0,
cutiile-magice,cpp,1323410372,cutiile-magice/1323410372.cpp,ok,0,3,0,
cutiile-magice,cpp,1323410554,cutiile-magice/1323410554.cpp,ok,0,3,0,
cutiile-magice,cpp,1323410728,cutiile-magice/1323410728.cpp,ok,0,3,0,
cutiile-magice,cpp,1323416429,cutiile-magice/1323416429.cpp,ok,0,0,0,
cutiile-magice,cpp,1323416802,cutiile-magice/1323416802.cpp,ok,0,0,0,
cutiile-magice,cpp,1323426906,cutiile-magice/1323426906.cpp,ok,0,1,0,
cutiile-magice,cpp,1323430686,cutiile-magice/1323430686.cpp,ok,0,2,0,
cutiile-magice,cpp,1323431099,cutiile-magice/1323431099.cpp,ok,0,1,0,
cutiile-magice,cpp,1323431350,cutiile-magice/1323431350.cpp,ok,0,0,0,
cutiile-magice,cpp,1323431482,cutiile-magice/1323431482.cpp,ok,0,0,0,
cutiile-magice,cpp,1323431865,cutiile-magice/1323431865.cpp,ok,0,0,0,
cutiile-magice,cpp,1323431895,cutiile-magice/1323431895.cpp,ok,0,0,0,
cutiile-magice,cpp,1323448247,cutiile-magice/1323448247.cpp,ok,0,0,0,
cutiile-magice,cpp,1323456262,cutiile-magice/1323456262.cpp,ok,0,0,0,
cutiile-magice,cpp,1323457013,cutiile-magice/1323457013.cpp,ok,0,0,0,
cutiile-magice,cpp,1331738975,cutiile-magice/1331738975.cpp,ok,0,0,0,
cutiile-magice,c,1332110679,cutiile-magice/1332110679.c,ok,0,8,0,
cutiile-magice,cpp,1332268265,cutiile-magice/1332268265.cpp,ok,0,0,0,
cutiile-magice,cpp,1332399863,cutiile-magice/1332399863.cpp,ok,0,0,0,
cutiile-magice,cpp,1332587187,cutiile-magice/1332587187.cpp,ok,0,4,1,
cutiile-magice,cpp,1332595204,cutiile-magice/1332595204.cpp,ok,0,3,1,
cutiile-magice,cpp,1332595217,cutiile-magice/1332595217.cpp,ok,0,3,1,
cutiile-magice,cpp,1332671770,cutiile-magice/1332671770.cpp,ok,0,0,0,
cutiile-magice,cpp,1332671953,cutiile-magice/1332671953.cpp,ok,0,0,0,
cutiile-magice,cpp,1332719663,cutiile-magice/1332719663.cpp,ok,0,0,0,
cutiile-magice,cpp,1332721123,cutiile-magice/1332721123.cpp,ok,0,0,0,
cutiile-magice,cpp,1332757696,cutiile-magice/1332757696.cpp,ok,0,0,0,
cutiile-magice,cpp,1332762969,cutiile-magice/1332762969.cpp,ok,0,0,0,
cutiile-magice,cpp,1332763109,cutiile-magice/1332763109.cpp,ok,0,1,0,
cutiile-magice,cpp,1332763328,cutiile-magice/1332763328.cpp,ok,0,1,0,
cutiile-magice,cpp,1332763408,cutiile-magice/1332763408.cpp,ok,0,2,0,
cutiile-magice,cpp,1332763533,cutiile-magice/1332763533.cpp,ok,0,0,0,
cutiile-magice,cpp,1332763629,cutiile-magice/1332763629.cpp,ok,0,0,0,
cutiile-magice,cpp,1332763763,cutiile-magice/1332763763.cpp,ok,0,0,0,
cutiile-magice,cpp,1332763768,cutiile-magice/1332763768.cpp,ok,0,0,0,
cutiile-magice,cpp,1342825484,cutiile-magice/1342825484.cpp,ok,0,2,2,
cutiile-magice,cpp,1344343517,cutiile-magice/1344343517.cpp,ok,0,0,0,
cutiile-magice,cpp,1344529020,cutiile-magice/1344529020.cpp,ok,0,0,0,
cutiile-magice,cpp,1344584433,cutiile-magice/1344584433.cpp,ok,0,0,0,
cutiile-magice,cpp,1344585022,cutiile-magice/1344585022.cpp,ok,0,0,0,
cutiile-magice,cpp,1344623858,cutiile-magice/1344623858.cpp,ok,0,2,0,
cutiile-magice,cpp,1344623923,cutiile-magice/1344623923.cpp,ok,0,2,0,
cutiile-magice,cpp,1344635355,cutiile-magice/1344635355.cpp,ok,0,0,0,
cutiile-magice,cpp,1344729739,cutiile-magice/1344729739.cpp,ok,0,1,0,
cutiile-magice,cpp,1344729743,cutiile-magice/1344729743.cpp,ok,0,1,0,
cutiile-magice,cpp,1344729749,cutiile-magice/1344729749.cpp,ok,0,1,0,
cutiile-magice,cpp,1344729750,cutiile-magice/1344729750.cpp,ok,0,1,0,
cutiile-magice,cpp,1344729766,cutiile-magice/1344729766.cpp,ok,0,1,0,
cutiile-magice,cpp,1359953979,cutiile-magice/1359953979.cpp,ok,0,0,0,
cutiile-magice,cpp,1361335320,cutiile-magice/1361335320.cpp,ok,0,0,0,
cutiile-magice,cpp,1361673680,cutiile-magice/1361673680.cpp,ok,0,3,0,
cutiile-magice,cpp,1361717338,cutiile-magice/1361717338.cpp,ok,0,0,0,
cutiile-magice,cpp,1361810555,cutiile-magice/1361810555.cpp,ok,0,2,0,
cutiile-magice,cpp,1370576009,cutiile-magice/1370576009.cpp,ok,0,0,0,
cutiile-magice,cpp,1370576071,cutiile-magice/1370576071.cpp,ok,0,0,0,
cutiile-magice,cpp,1370578798,cutiile-magice/1370578798.cpp,ok,0,0,0,
cutiile-magice,cpp,1370608426,cutiile-magice/1370608426.cpp,ok,0,0,0,
cutiile-magice,cpp,1370608488,cutiile-magice/1370608488.cpp,ok,0,0,0,
cutiile-magice,cpp,1378120817,cutiile-magice/1378120817.cpp,ok,0,1,0,
cutiile-magice,cpp,1378134400,cutiile-magice/1378134400.cpp,ok,0,0,0,
cutiile-magice,cpp,1378140577,cutiile-magice/1378140577.cpp,ok,0,0,0,
cutiile-magice,cpp,1378140628,cutiile-magice/1378140628.cpp,ok,0,0,0,
cutiile-magice,cpp,1378143272,cutiile-magice/1378143272.cpp,ok,0,0,0,
cutiile-magice,cpp,1378143330,cutiile-magice/1378143330.cpp,ok,0,0,0,
cutiile-magice,cpp,1378143370,cutiile-magice/1378143370.cpp,ok,0,0,0,
cutiile-magice,cpp,1378144731,cutiile-magice/1378144731.cpp,ok,0,0,0,
cutiile-magice,cpp,1378144761,cutiile-magice/1378144761.cpp,ok,0,0,0,
cutiile-magice,cpp,1378145261,cutiile-magice/1378145261.cpp,ok,0,0,0,
cutiile-magice,cpp,1378159634,cutiile-magice/1378159634.cpp,ok,0,0,0,
cutiile-magice,cpp,1391614172,cutiile-magice/1391614172.cpp,ok,0,0,0,
cutiile-magice,cpp,1391688054,cutiile-magice/1391688054.cpp,ok,0,0,0,
cutiile-magice,cpp,1391779290,cutiile-magice/1391779290.cpp,ok,0,0,0,
cutiile-magice,cpp,1391779542,cutiile-magice/1391779542.cpp,ok,0,1,0,
cutiile-magice,cpp,1391865050,cutiile-magice/1391865050.cpp,ok,0,0,0,
cutiile-magice,cpp,1391865060,cutiile-magice/1391865060.cpp,ok,0,0,0,
cutiile-magice,cpp,1391865112,cutiile-magice/1391865112.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1314189216,gigel-si-raspandirea-vestilor/1314189216.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1314213226,gigel-si-raspandirea-vestilor/1314213226.cpp,ok,0,1,0,
gigel-si-raspandirea-vestilor,cpp,1314225831,gigel-si-raspandirea-vestilor/1314225831.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1314234446,gigel-si-raspandirea-vestilor/1314234446.cpp,ok,0,1,0,
gigel-si-raspandirea-vestilor,cpp,1314234476,gigel-si-raspandirea-vestilor/1314234476.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1314234514,gigel-si-raspandirea-vestilor/1314234514.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1314234517,gigel-si-raspandirea-vestilor/1314234517.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1314234531,gigel-si-raspandirea-vestilor/1314234531.cpp,ok,0,2,0,
gigel-si-raspandirea-vestilor,cpp,1314234604,gigel-si-raspandirea-vestilor/1314234604.cpp,ok,0,10,2,
gigel-si-raspandirea-vestilor,cpp,1314234729,gigel-si-raspandirea-vestilor/1314234729.cpp,ok,0,2,0,
gigel-si-raspandirea-vestilor,cpp,1314234746,gigel-si-raspandirea-vestilor/1314234746.cpp,ok,0,1,0,
gigel-si-raspandirea-vestilor,cpp,1314234792,gigel-si-raspandirea-vestilor/1314234792.cpp,ok,0,5,0,
gigel-si-raspandirea-vestilor,cpp,1314234800,gigel-si-raspandirea-vestilor/1314234800.cpp,ok,0,3,1,
gigel-si-raspandirea-vestilor,cpp,1314234801,gigel-si-raspandirea-vestilor/1314234801.cpp,ok,0,1,0,
gigel-si-raspandirea-vestilor,cpp,1314234833,gigel-si-raspandirea-vestilor/1314234833.cpp,ok,0,3,0,
gigel-si-raspandirea-vestilor,cpp,1314234899,gigel-si-raspandirea-vestilor/1314234899.cpp,ok,0,1,0,
gigel-si-raspandirea-vestilor,cpp,1314234908,gigel-si-raspandirea-vestilor/1314234908.cpp,ok,0,1,0,
gigel-si-raspandirea-vestilor,cpp,1314234919,gigel-si-raspandirea-vestilor/1314234919.cpp,ok,0,5,1,
gigel-si-raspandirea-vestilor,cpp,1314234962,gigel-si-raspandirea-vestilor/1314234962.cpp,ok,0,2,0,
gigel-si-raspandirea-vestilor,cpp,1314234967,gigel-si-raspandirea-vestilor/1314234967.cpp,ok,0,3,0,
gigel-si-raspandirea-vestilor,cpp,1314235045,gigel-si-raspandirea-vestilor/1314235045.cpp,ok,0,1,0,
gigel-si-raspandirea-vestilor,cpp,1314235050,gigel-si-raspandirea-vestilor/1314235050.cpp,ok,0,2,1,
gigel-si-raspandirea-vestilor,cpp,1314235063,gigel-si-raspandirea-vestilor/1314235063.cpp,ok,0,1,1,
gigel-si-raspandirea-vestilor,cpp,1314235102,gigel-si-raspandirea-vestilor/1314235102.cpp,ok,0,4,0,
gigel-si-raspandirea-vestilor,cpp,1314235180,gigel-si-raspandirea-vestilor/1314235180.cpp,ok,0,2,0,
gigel-si-raspandirea-vestilor,cpp,1314235204,gigel-si-raspandirea-vestilor/1314235204.cpp,ok,0,3,2,
gigel-si-raspandirea-vestilor,cpp,1314235257,gigel-si-raspandirea-vestilor/1314235257.cpp,ok,0,4,0,
gigel-si-raspandirea-vestilor,cpp,1314235258,gigel-si-raspandirea-vestilor/1314235258.cpp,ok,0,2,0,
gigel-si-raspandirea-vestilor,cpp,1314235259,gigel-si-raspandirea-vestilor/1314235259.cpp,ok,0,1,0,
gigel-si-raspandirea-vestilor,cpp,1314235263,gigel-si-raspandirea-vestilor/1314235263.cpp,ok,0,3,0,
gigel-si-raspandirea-vestilor,cpp,1314235277,gigel-si-raspandirea-vestilor/1314235277.cpp,ok,0,2,0,
gigel-si-raspandirea-vestilor,cpp,1314235286,gigel-si-raspandirea-vestilor/1314235286.cpp,ok,0,3,3,
gigel-si-raspandirea-vestilor,cpp,1314235298,gigel-si-raspandirea-vestilor/1314235298.cpp,ok,0,3,0,
gigel-si-raspandirea-vestilor,cpp,1314235303,gigel-si-raspandirea-vestilor/1314235303.cpp,ok,0,2,0,
gigel-si-raspandirea-vestilor,cpp,1314235309,gigel-si-raspandirea-vestilor/1314235309.cpp,ok,0,2,0,
gigel-si-raspandirea-vestilor,cpp,1314235316,gigel-si-raspandirea-vestilor/1314235316.cpp,ok,0,3,0,
gigel-si-raspandirea-vestilor,cpp,1314235334,gigel-si-raspandirea-vestilor/1314235334.cpp,ok,0,2,0,
gigel-si-raspandirea-vestilor,cpp,1314235349,gigel-si-raspandirea-vestilor/1314235349.cpp,ok,0,3,2,
gigel-si-raspandirea-vestilor,cpp,1314235356,gigel-si-raspandirea-vestilor/1314235356.cpp,ok,0,3,0,
gigel-si-raspandirea-vestilor,cpp,1314235376,gigel-si-raspandirea-vestilor/1314235376.cpp,ok,0,3,0,
gigel-si-raspandirea-vestilor,cpp,1314235408,gigel-si-raspandirea-vestilor/1314235408.cpp,ok,0,14,2,
gigel-si-raspandirea-vestilor,cpp,1314235448,gigel-si-raspandirea-vestilor/1314235448.cpp,ok,0,1,0,
gigel-si-raspandirea-vestilor,cpp,1314235452,gigel-si-raspandirea-vestilor/1314235452.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1314235472,gigel-si-raspandirea-vestilor/1314235472.cpp,ok,0,1,0,
gigel-si-raspandirea-vestilor,cpp,1314235475,gigel-si-raspandirea-vestilor/1314235475.cpp,ok,0,3,0,
gigel-si-raspandirea-vestilor,cpp,1314235491,gigel-si-raspandirea-vestilor/1314235491.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1314235595,gigel-si-raspandirea-vestilor/1314235595.cpp,ok,0,2,0,
gigel-si-raspandirea-vestilor,cpp,1314235604,gigel-si-raspandirea-vestilor/1314235604.cpp,ok,0,7,1,
gigel-si-raspandirea-vestilor,cpp,1314235608,gigel-si-raspandirea-vestilor/1314235608.cpp,ok,0,1,0,
gigel-si-raspandirea-vestilor,cpp,1314235627,gigel-si-raspandirea-vestilor/1314235627.cpp,ok,0,3,0,
gigel-si-raspandirea-vestilor,c,1314235633,gigel-si-raspandirea-vestilor/1314235633.c,ok,0,14,0,
gigel-si-raspandirea-vestilor,cpp,1314235656,gigel-si-raspandirea-vestilor/1314235656.cpp,ok,0,5,0,
gigel-si-raspandirea-vestilor,c,1314235671,gigel-si-raspandirea-vestilor/1314235671.c,ok,0,16,2,
gigel-si-raspandirea-vestilor,cpp,1314235683,gigel-si-raspandirea-vestilor/1314235683.cpp,ok,0,2,0,
gigel-si-raspandirea-vestilor,c,1314235726,gigel-si-raspandirea-vestilor/1314235726.c,ok,0,13,2,
gigel-si-raspandirea-vestilor,cpp,1314235783,gigel-si-raspandirea-vestilor/1314235783.cpp,ok,0,7,3,
gigel-si-raspandirea-vestilor,cpp,1314235832,gigel-si-raspandirea-vestilor/1314235832.cpp,ok,0,13,2,
gigel-si-raspandirea-vestilor,cpp,1314235857,gigel-si-raspandirea-vestilor/1314235857.cpp,ok,0,13,2,
gigel-si-raspandirea-vestilor,cpp,1314235860,gigel-si-raspandirea-vestilor/1314235860.cpp,ok,0,7,3,
gigel-si-raspandirea-vestilor,cpp,1314235873,gigel-si-raspandirea-vestilor/1314235873.cpp,ok,0,2,0,
gigel-si-raspandirea-vestilor,cpp,1314235884,gigel-si-raspandirea-vestilor/1314235884.cpp,ok,0,2,0,
gigel-si-raspandirea-vestilor,cpp,1314235898,gigel-si-raspandirea-vestilor/1314235898.cpp,ok,0,3,1,
gigel-si-raspandirea-vestilor,cpp,1314235909,gigel-si-raspandirea-vestilor/1314235909.cpp,ok,0,2,0,
gigel-si-raspandirea-vestilor,cpp,1314235958,gigel-si-raspandirea-vestilor/1314235958.cpp,ok,0,3,0,
gigel-si-raspandirea-vestilor,cpp,1314235965,gigel-si-raspandirea-vestilor/1314235965.cpp,ok,0,7,3,
gigel-si-raspandirea-vestilor,cpp,1314235979,gigel-si-raspandirea-vestilor/1314235979.cpp,ok,0,3,1,
gigel-si-raspandirea-vestilor,cpp,1314236058,gigel-si-raspandirea-vestilor/1314236058.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1314236096,gigel-si-raspandirea-vestilor/1314236096.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1314236195,gigel-si-raspandirea-vestilor/1314236195.cpp,ok,0,4,0,
gigel-si-raspandirea-vestilor,cpp,1314236270,gigel-si-raspandirea-vestilor/1314236270.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1314236312,gigel-si-raspandirea-vestilor/1314236312.cpp,ok,0,4,0,
gigel-si-raspandirea-vestilor,cpp,1314236365,gigel-si-raspandirea-vestilor/1314236365.cpp,ok,0,2,0,
gigel-si-raspandirea-vestilor,cpp,1314236378,gigel-si-raspandirea-vestilor/1314236378.cpp,ok,0,2,0,
gigel-si-raspandirea-vestilor,c,1314236436,gigel-si-raspandirea-vestilor/1314236436.c,ok,0,2,0,
gigel-si-raspandirea-vestilor,c,1314236510,gigel-si-raspandirea-vestilor/1314236510.c,ok,0,2,0,
gigel-si-raspandirea-vestilor,cpp,1314236531,gigel-si-raspandirea-vestilor/1314236531.cpp,ok,0,3,0,
gigel-si-raspandirea-vestilor,cpp,1314236543,gigel-si-raspandirea-vestilor/1314236543.cpp,ok,0,3,2,
gigel-si-raspandirea-vestilor,cpp,1314236627,gigel-si-raspandirea-vestilor/1314236627.cpp,ok,0,30,1,
gigel-si-raspandirea-vestilor,cpp,1314236833,gigel-si-raspandirea-vestilor/1314236833.cpp,ok,0,2,1,
gigel-si-raspandirea-vestilor,cpp,1314236875,gigel-si-raspandirea-vestilor/1314236875.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1314236888,gigel-si-raspandirea-vestilor/1314236888.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1314236939,gigel-si-raspandirea-vestilor/1314236939.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1314236987,gigel-si-raspandirea-vestilor/1314236987.cpp,ok,0,2,0,
gigel-si-raspandirea-vestilor,cpp,1314237057,gigel-si-raspandirea-vestilor/1314237057.cpp,ok,0,1,0,
gigel-si-raspandirea-vestilor,cpp,1314237137,gigel-si-raspandirea-vestilor/1314237137.cpp,ok,0,1,0,
gigel-si-raspandirea-vestilor,cpp,1314237157,gigel-si-raspandirea-vestilor/1314237157.cpp,ok,0,1,0,
gigel-si-raspandirea-vestilor,cpp,1314237179,gigel-si-raspandirea-vestilor/1314237179.cpp,ok,0,1,0,
gigel-si-raspandirea-vestilor,cpp,1314237230,gigel-si-raspandirea-vestilor/1314237230.cpp,ok,0,1,0,
gigel-si-raspandirea-vestilor,c,1314237278,gigel-si-raspandirea-vestilor/1314237278.c,ok,0,11,1,
gigel-si-raspandirea-vestilor,cpp,1314237315,gigel-si-raspandirea-vestilor/1314237315.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,c,1314237378,gigel-si-raspandirea-vestilor/1314237378.c,ok,0,12,3,
gigel-si-raspandirea-vestilor,cpp,1314237425,gigel-si-raspandirea-vestilor/1314237425.cpp,ok,0,2,1,
gigel-si-raspandirea-vestilor,cpp,1314237494,gigel-si-raspandirea-vestilor/1314237494.cpp,ok,0,6,0,
gigel-si-raspandirea-vestilor,c,1314237563,gigel-si-raspandirea-vestilor/1314237563.c,ok,0,12,3,
gigel-si-raspandirea-vestilor,cpp,1314237573,gigel-si-raspandirea-vestilor/1314237573.cpp,ok,0,4,1,
gigel-si-raspandirea-vestilor,c,1314237613,gigel-si-raspandirea-vestilor/1314237613.c,ok,0,12,3,
gigel-si-raspandirea-vestilor,cpp,1314237626,gigel-si-raspandirea-vestilor/1314237626.cpp,ok,0,2,0,
gigel-si-raspandirea-vestilor,cpp,1314237654,gigel-si-raspandirea-vestilor/1314237654.cpp,ok,0,2,0,
gigel-si-raspandirea-vestilor,cpp,1314237660,gigel-si-raspandirea-vestilor/1314237660.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1314237697,gigel-si-raspandirea-vestilor/1314237697.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1314237733,gigel-si-raspandirea-vestilor/1314237733.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1314237749,gigel-si-raspandirea-vestilor/1314237749.cpp,ok,0,1,1,
gigel-si-raspandirea-vestilor,cpp,1314237763,gigel-si-raspandirea-vestilor/1314237763.cpp,ok,0,3,1,
gigel-si-raspandirea-vestilor,cpp,1314237793,gigel-si-raspandirea-vestilor/1314237793.cpp,ok,0,3,1,
gigel-si-raspandirea-vestilor,cpp,1314237799,gigel-si-raspandirea-vestilor/1314237799.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1322777673,gigel-si-raspandirea-vestilor/1322777673.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1322778548,gigel-si-raspandirea-vestilor/1322778548.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1322780144,gigel-si-raspandirea-vestilor/1322780144.cpp,ok,0,1,0,
gigel-si-raspandirea-vestilor,cpp,1323069970,gigel-si-raspandirea-vestilor/1323069970.cpp,ok,0,1,0,
gigel-si-raspandirea-vestilor,cpp,1323070091,gigel-si-raspandirea-vestilor/1323070091.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1323070196,gigel-si-raspandirea-vestilor/1323070196.cpp,ok,0,6,0,
gigel-si-raspandirea-vestilor,cpp,1323070433,gigel-si-raspandirea-vestilor/1323070433.cpp,ok,0,1,0,
gigel-si-raspandirea-vestilor,cpp,1323070691,gigel-si-raspandirea-vestilor/1323070691.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1323071406,gigel-si-raspandirea-vestilor/1323071406.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1323071814,gigel-si-raspandirea-vestilor/1323071814.cpp,ok,0,4,0,
gigel-si-raspandirea-vestilor,cpp,1323072209,gigel-si-raspandirea-vestilor/1323072209.cpp,ok,0,6,0,
gigel-si-raspandirea-vestilor,cpp,1323072525,gigel-si-raspandirea-vestilor/1323072525.cpp,ok,0,3,0,
gigel-si-raspandirea-vestilor,cpp,1323076254,gigel-si-raspandirea-vestilor/1323076254.cpp,ok,0,5,0,
gigel-si-raspandirea-vestilor,cpp,1323089769,gigel-si-raspandirea-vestilor/1323089769.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1323090456,gigel-si-raspandirea-vestilor/1323090456.cpp,ok,0,0,0,
gigel-si-raspandirea-vestilor,cpp,1323337411,gigel-si-raspandirea-vestilor/1323337411.cpp,ok,0,0,0,
