submission_id,user_id,score,language,predicted_algorithm,method,probability,second_algorithm,second_probability,margin,manual_reviewed
1323426049,user_0017,50.0,cpp,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314236512,user_0018,46.88,cpp,SORT_TWO_POINTER_MATCHING,manual_review,,,,,
1314236811,user_0018,50.0,cpp,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1332268130,user_0019,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314236253,user_0020,46.88,java,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1332756993,user_0021,50.0,cpp,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1332321270,user_0022,14.58,java,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1332321299,user_0022,13.54,java,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1332321390,user_0022,50.0,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314237248,user_0023,1.04,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1332720143,user_0024,50.0,cpp,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314235527,user_0026,46.88,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314236979,user_0027,6.25,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237609,user_0027,5.21,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237849,user_0027,1.04,java,HASH_MAP_LOOKUP_MATCHING,model_final,,,,,
1332549911,user_0029,50.0,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1344633732,user_0031,1.04,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1344634318,user_0031,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314235623,user_0033,50.0,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314236409,user_0034,11.46,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236509,user_0034,11.46,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236699,user_0034,1.04,cpp,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1314237214,user_0034,14.58,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314237304,user_0034,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314235697,user_0035,47.92,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1323431961,user_0036,11.46,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314234774,user_0037,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314237455,user_0038,2.08,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1332759566,user_0039,50.0,cpp,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1314236101,user_0040,46.88,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1332621480,user_0041,46.88,java,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1323072265,user_0042,2.08,cpp,UNKNOWN,model_final,,,,,
1323073397,user_0042,2.08,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1323073693,user_0042,2.08,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1323075519,user_0042,12.5,cpp,UNKNOWN,probabilities,0.6484375,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,0.11279296875,0.53564453125,
1323075814,user_0042,50.0,cpp,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1323426107,user_0043,47.92,cpp,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314235546,user_0044,50.0,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,manual_review,,,,,
1314236504,user_0045,2.08,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236695,user_0045,2.08,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237033,user_0045,1.04,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237261,user_0045,2.08,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237627,user_0045,3.13,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237726,user_0045,3.13,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237148,user_0046,50.0,cpp,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1314236350,user_0047,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314236406,user_0048,35.42,java,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314244309,user_0049,50.0,cpp,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1323364419,user_0050,2.08,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1323364822,user_0050,10.42,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1323370334,user_0050,10.42,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1323370982,user_0050,12.5,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236495,user_0051,9.38,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236630,user_0051,12.5,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237316,user_0051,6.25,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237769,user_0051,3.13,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1323450283,user_0053,2.08,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1323450668,user_0053,50.0,cpp,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,manual_review,,,,,
1314236053,user_0054,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1323374835,user_0056,46.88,java,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1314236936,user_0057,3.13,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1323431565,user_0059,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1323447227,user_0060,5.21,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1323447420,user_0060,2.08,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1323447837,user_0060,50.0,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314236057,user_0061,7.29,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236189,user_0061,7.29,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236340,user_0061,5.21,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236795,user_0061,11.46,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236941,user_0061,11.46,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236457,user_0062,2.08,cpp,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314236956,user_0062,46.88,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314237422,user_0062,14.58,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314237497,user_0062,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314236536,user_0063,4.17,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237350,user_0063,18.75,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236516,user_0064,5.21,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237093,user_0064,12.5,java,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1314237358,user_0064,46.88,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314237605,user_0064,50.0,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314237323,user_0065,11.46,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314237442,user_0065,50.0,java,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,manual_review,,,,,
1314235584,user_0066,1.04,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236553,user_0066,11.46,java,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1314236885,user_0066,47.92,java,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1314234883,user_0067,3.13,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237133,user_0067,3.13,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1323075169,user_0068,6.25,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236844,user_0069,3.13,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236123,user_0070,23.96,cpp,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314237145,user_0070,20.83,cpp,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314237798,user_0070,46.88,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314237334,user_0071,2.08,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237556,user_0071,2.08,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237672,user_0071,1.04,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236349,user_0072,1.04,java,UNKNOWN,model_final,,,,,
1332754138,user_0073,12.5,cpp,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1323416433,user_0074,21.88,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314237189,user_0075,50.0,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1344637138,user_0076,1.04,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1323079456,user_0077,46.88,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314235271,user_0078,12.5,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236176,user_0078,27.08,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236273,user_0078,27.08,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236507,user_0078,25.0,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1323420768,user_0079,12.5,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1323421515,user_0079,40.63,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314237454,user_0080,31.25,java,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1314236502,user_0081,8.33,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236975,user_0081,5.21,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237136,user_0081,9.38,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237491,user_0081,8.33,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237659,user_0081,15.63,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236759,user_0082,21.88,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237029,user_0082,35.42,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314235585,user_0083,2.08,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314235872,user_0083,6.25,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236049,user_0083,1.04,cpp,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314236144,user_0083,2.08,cpp,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314236198,user_0083,2.08,cpp,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314236267,user_0083,2.08,cpp,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314235052,user_0084,1.04,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314235484,user_0084,1.04,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1344729655,user_0085,12.5,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1344330405,user_0086,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1391906829,user_0087,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,manual_review,,,,,
1361335252,user_0089,46.88,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314235978,user_0090,3.13,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236578,user_0091,3.13,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1323451075,user_0092,4.17,cpp,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1323451267,user_0092,5.21,cpp,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1323453183,user_0092,50.0,cpp,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1332760219,user_0093,29.17,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1332760394,user_0093,12.5,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1332760448,user_0093,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1332760482,user_0093,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1323452983,user_0095,11.46,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1344697928,user_0096,1.04,cpp,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1344697955,user_0096,2.08,cpp,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1344708005,user_0096,2.08,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1344709706,user_0096,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1323450645,user_0097,50.0,java,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1332765187,user_0099,1.04,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314235911,user_0101,50.0,java,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1332621189,user_0103,46.88,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1332753477,user_0104,50.0,cpp,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,manual_review,,,,,
1323418585,user_0105,6.25,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1323449282,user_0105,46.88,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1344486956,user_0106,46.88,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314236205,user_0107,29.17,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314234579,user_0108,4.17,cpp,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1314235443,user_0109,1.04,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314235902,user_0109,1.04,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314235154,user_0110,20.83,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314235518,user_0110,20.83,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314235653,user_0110,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1344570632,user_0111,11.46,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1344570876,user_0111,47.92,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1361579891,user_0113,46.88,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314236496,user_0114,8.33,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236674,user_0114,7.29,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237240,user_0114,4.17,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237373,user_0114,8.33,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237465,user_0115,3.13,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237689,user_0115,1.04,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236385,user_0116,2.08,java,UNKNOWN,model_final,,,,,
1314236724,user_0116,5.21,java,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314237100,user_0116,2.08,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237293,user_0116,2.08,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236680,user_0117,12.5,java,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314236845,user_0117,12.5,java,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314237075,user_0117,12.5,java,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314237196,user_0117,1.04,java,UNKNOWN,model_final,,,,,
1314237403,user_0117,50.0,java,SORT_TWO_POINTER_MATCHING,manual_review,,,,,
1332762884,user_0118,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1323453945,user_0120,2.08,cpp,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1344634766,user_0121,5.21,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236249,user_0122,46.88,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1323455614,user_0123,1.04,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314236279,user_0124,2.08,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236464,user_0124,4.17,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236961,user_0124,3.13,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237545,user_0124,2.08,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314237825,user_0124,1.04,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1323404706,user_0126,50.0,cpp,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1323445876,user_0128,50.0,cpp,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314235875,user_0130,4.17,java,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314236113,user_0130,5.21,java,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314237501,user_0130,5.21,java,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314237680,user_0130,5.21,java,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314236122,user_0131,12.5,java,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1314235167,user_0133,47.92,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314236877,user_0135,1.04,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236648,user_0137,14.58,cpp,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1332712226,user_0138,12.5,java,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1332712922,user_0138,50.0,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1323429770,user_0139,2.08,cpp,SORT_TWO_POINTER_MATCHING,model_final,,,,,
1323073585,user_0140,11.46,cpp,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1323074295,user_0140,11.46,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1323076015,user_0140,47.92,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1323076394,user_0140,47.92,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314237392,user_0141,3.13,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314237830,user_0141,3.13,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1344637359,user_0142,50.0,cpp,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1344569110,user_0143,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314235288,user_0144,1.04,cpp,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1314236428,user_0144,36.46,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1344622264,user_0145,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314236955,user_0146,4.17,java,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1314237110,user_0146,1.04,java,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1314237231,user_0146,14.58,java,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1314237842,user_0146,12.5,java,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1314237472,user_0147,7.29,java,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1314237751,user_0148,1.04,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1344637576,user_0149,12.5,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1344637715,user_0149,50.0,cpp,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1314235907,user_0150,47.92,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1323073990,user_0152,11.46,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1323075618,user_0152,47.92,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1323398414,user_0152,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1323372857,user_0153,17.71,java,DIRECT_NESTED_LOOP_MATCHING,model_final,,,,,
1323373348,user_0153,50.0,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1323425112,user_0154,50.0,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1323387596,user_0156,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314237390,user_0157,12.5,java,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1314237618,user_0157,12.5,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314236478,user_0158,10.42,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314236897,user_0160,1.04,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314237399,user_0160,11.46,java,FREQUENCY_COUNT_AGGREGATE_STAR_FORMULA,model_final,,,,,
1314237616,user_0160,45.83,java,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1344638092,user_0162,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
1314235827,user_0163,50.0,cpp,FREQUENCY_COUNT_EXPLICIT_WILDCARD_MATCHING,model_final,,,,,
