submission_id,user_id,score,language,predicted_algorithm,method,probability,second_algorithm,second_probability,margin
1314237550,user_0039,5,java,DP_STATE,probabilities_8class,0.97265625,GREEDY_NEXT_CHEAPER,0.008422852,0.964233398
1314237599,user_0039,10,java,DP_STATE,probabilities_8class,0.96484375,GREEDY_NEXT_CHEAPER,0.010742188,0.954101563
1314237704,user_0039,25,java,DP_STATE,probabilities_8class,0.921875,GREEDY_NEXT_CHEAPER,0.031494141,0.890380859
1314236017,user_0040,2.5,java,DP_STATE,probabilities_8class,0.95703125,UNKNOWN,0.01550293,0.94152832
1314236173,user_0040,5,java,DP_STATE,probabilities_8class,0.953125,UNKNOWN,0.01361084,0.93951416
1314236206,user_0040,50,java,DP_STATE,probabilities_8class,0.94140625,UNKNOWN,0.01953125,0.921875
1314236300,user_0041,5,java,UNKNOWN,probabilities_8class,0.90625,DP_STATE,0.083984375,0.822265625
1314236358,user_0042,2.5,java,UNKNOWN,probabilities_8class,0.241210938,GREEDY_CHEAPEST_REACHABLE,0.212890625,0.028320313
1314236485,user_0042,2.5,java,UNKNOWN,probabilities_8class,0.2890625,GREEDY_CHEAPEST_REACHABLE,0.19921875,0.08984375
1314236539,user_0042,2.5,java,UNKNOWN,probabilities_8class,0.306640625,DP_STATE,0.23828125,0.068359375
1344623009,user_0043,50,cpp,DP_STATE,probabilities_8class,0.98046875,UNKNOWN,0.007476807,0.972991943
1344571199,user_0044,50,cpp,DP_STATE,probabilities_8class,0.98828125,DIJKSTRA_STATE_GRAPH,0.00402832,0.98425293
1332180233,user_0045,22.5,cpp,DP_STATE,manual_review,,,,
1332180294,user_0045,25,cpp,DP_STATE,manual_review,,,,
1332180897,user_0045,22.5,cpp,DP_STATE,probabilities_8class,0.96875,SLIDING_WINDOW_MINIMUM,0.010803223,0.957946777
1332180910,user_0045,17.5,cpp,DP_STATE,probabilities_8class,0.9609375,SLIDING_WINDOW_MINIMUM,0.015563965,0.945373535
1332183204,user_0045,50,cpp,SLIDING_WINDOW_MINIMUM,probabilities_8class,0.375,DP_STATE,0.227539063,0.147460938
1333813811,user_0046,2.5,cpp,GREEDY_NEXT_CHEAPER,probabilities_8class,0.51953125,GREEDY_CHEAPEST_REACHABLE,0.357421875,0.162109375
1344528286,user_0047,50,cpp,DP_STATE,probabilities_8class,0.9921875,GREEDY_NEXT_CHEAPER,0.002166748,0.990020752
1323451052,user_0048,5,java,GREEDY_CHEAPEST_REACHABLE,probabilities_8class,0.35546875,GREEDY_PREFIX_MINIMUM,0.244140625,0.111328125
1323451990,user_0048,50,java,GREEDY_NEXT_CHEAPER,manual_review,,,,
1332755515,user_0049,7.5,cpp,GREEDY_PREFIX_MINIMUM,probabilities_8class,0.30078125,GREEDY_CHEAPEST_REACHABLE,0.265625,0.03515625
1332755714,user_0049,25,cpp,GREEDY_CHEAPEST_REACHABLE,probabilities_8class,0.2578125,GREEDY_PREFIX_MINIMUM,0.2578125,0
1332755934,user_0049,10,cpp,GREEDY_CHEAPEST_REACHABLE,probabilities_8class,0.3359375,GREEDY_PREFIX_MINIMUM,0.3359375,0
1332756171,user_0049,25,cpp,GREEDY_CHEAPEST_REACHABLE,probabilities_8class,0.375,GREEDY_PREFIX_MINIMUM,0.330078125,0.044921875
1332756306,user_0049,22.5,cpp,GREEDY_CHEAPEST_REACHABLE,probabilities_8class,0.458984375,GREEDY_PREFIX_MINIMUM,0.27734375,0.181640625
1332756905,user_0049,22.5,cpp,GREEDY_CHEAPEST_REACHABLE,probabilities_8class,0.384765625,GREEDY_PREFIX_MINIMUM,0.298828125,0.0859375
1332757327,user_0049,30,cpp,SLIDING_WINDOW_MINIMUM,probabilities_8class,0.6640625,GREEDY_PREFIX_MINIMUM,0.130859375,0.533203125
1332757539,user_0049,20,cpp,SLIDING_WINDOW_MINIMUM,probabilities_8class,0.515625,GREEDY_PREFIX_MINIMUM,0.243164063,0.272460938
1332757956,user_0049,35,cpp,SLIDING_WINDOW_MINIMUM,probabilities_8class,0.70703125,GREEDY_PREFIX_MINIMUM,0.095703125,0.611328125
1332758186,user_0049,35,cpp,SLIDING_WINDOW_MINIMUM,probabilities_8class,0.71875,DP_STATE,0.0859375,0.6328125
1332758469,user_0049,32.5,cpp,SLIDING_WINDOW_MINIMUM,probabilities_8class,0.4296875,GREEDY_CHEAPEST_REACHABLE,0.203125,0.2265625
1323453172,user_0050,5,java,GREEDY_CHEAPEST_REACHABLE,probabilities_8class,0.341796875,GREEDY_NEXT_CHEAPER,0.265625,0.076171875
1314235903,user_0051,22.5,java,GREEDY_PREFIX_MINIMUM,probabilities_8class,0.3671875,DP_STATE,0.28515625,0.08203125
1314236009,user_0051,22.5,java,GREEDY_CHEAPEST_REACHABLE,probabilities_8class,0.49609375,GREEDY_NEXT_CHEAPER,0.234375,0.26171875
1314236248,user_0051,32.5,java,SLIDING_WINDOW_MINIMUM,probabilities_8class,0.79296875,DP_STATE,0.094726563,0.698242188
1314236440,user_0051,22.5,java,DP_STATE,probabilities_8class,0.59765625,SLIDING_WINDOW_MINIMUM,0.249023438,0.348632813
1314236793,user_0051,50,java,DP_STATE,probabilities_8class,0.85546875,SLIDING_WINDOW_MINIMUM,0.0703125,0.78515625
1324922821,user_0051,50,java,SLIDING_WINDOW_MINIMUM,probabilities_8class,0.478515625,DP_STATE,0.421875,0.056640625
1331964903,user_0052,5,cpp,GREEDY_CHEAPEST_REACHABLE,probabilities_8class,0.28125,GREEDY_NEXT_CHEAPER,0.248046875,0.033203125
1331965339,user_0052,20,cpp,DP_STATE,probabilities_8class,0.22265625,GREEDY_NEXT_CHEAPER,0.22265625,0
1331965868,user_0052,22.5,cpp,GREEDY_CHEAPEST_REACHABLE,probabilities_8class,0.333984375,GREEDY_PREFIX_MINIMUM,0.203125,0.130859375
1331966085,user_0052,50,cpp,SLIDING_WINDOW_MINIMUM,probabilities_8class,0.328125,GREEDY_CHEAPEST_REACHABLE,0.255859375,0.072265625
1314237343,user_0053,7.5,java,UNKNOWN,probabilities_8class,0.87109375,DP_STATE,0.091796875,0.779296875
1323452108,user_0054,5,java,GREEDY_CHEAPEST_REACHABLE,probabilities_8class,0.4609375,GREEDY_NEXT_CHEAPER,0.31640625,0.14453125
1323452771,user_0054,22.5,java,GREEDY_NEXT_CHEAPER,probabilities_8class,0.48046875,GREEDY_CHEAPEST_REACHABLE,0.330078125,0.150390625
1323452822,user_0054,22.5,java,GREEDY_NEXT_CHEAPER,probabilities_8class,0.439453125,GREEDY_CHEAPEST_REACHABLE,0.388671875,0.05078125
1323453010,user_0054,25,java,GREEDY_NEXT_CHEAPER,manual_review,,,,
1378064904,user_0055,7.5,cpp,DP_STATE,probabilities_8class,0.48046875,UNKNOWN,0.48046875,0
1378065084,user_0055,5,cpp,DP_STATE,probabilities_8class,0.7578125,UNKNOWN,0.168945313,0.588867188
1323455040,user_0056,50,cpp,DP_STATE,probabilities_8class,0.9921875,DIJKSTRA_STATE_GRAPH,0.002792358,0.989395142
1323426975,user_0057,2.5,java,GREEDY_CHEAPEST_REACHABLE,probabilities_8class,0.421875,GREEDY_NEXT_CHEAPER,0.37109375,0.05078125
1323427082,user_0057,2.5,java,GREEDY_NEXT_CHEAPER,probabilities_8class,0.53515625,GREEDY_CHEAPEST_REACHABLE,0.32421875,0.2109375
1323427149,user_0057,2.5,java,GREEDY_NEXT_CHEAPER,probabilities_8class,0.490234375,GREEDY_CHEAPEST_REACHABLE,0.380859375,0.109375
1323427412,user_0057,10,java,GREEDY_CHEAPEST_REACHABLE,probabilities_8class,0.48828125,GREEDY_NEXT_CHEAPER,0.431640625,0.056640625
1323427513,user_0057,10,java,GREEDY_NEXT_CHEAPER,probabilities_8class,0.578125,GREEDY_CHEAPEST_REACHABLE,0.349609375,0.228515625
1323427555,user_0057,22.5,java,GREEDY_NEXT_CHEAPER,probabilities_8class,0.59375,GREEDY_CHEAPEST_REACHABLE,0.318359375,0.275390625
1323428499,user_0057,22.5,java,GREEDY_NEXT_CHEAPER,probabilities_8class,0.443359375,GREEDY_CHEAPEST_REACHABLE,0.443359375,0
1314237203,user_0058,5,java,DP_STATE,probabilities_8class,0.9453125,GREEDY_NEXT_CHEAPER,0.017333984,0.927978516
1314237439,user_0058,25,java,DP_STATE,probabilities_8class,0.9453125,GREEDY_NEXT_CHEAPER,0.022216797,0.923095703
1323396504,user_0059,50,java,DP_STATE,probabilities_8class,0.99609375,GREEDY_NEXT_CHEAPER,0.001922607,0.994171143
1314235507,user_0060,7.5,java,DP_STATE,probabilities_8class,0.8828125,UNKNOWN,0.072265625,0.810546875
1314235002,user_0061,50,java,GREEDY_NEXT_CHEAPER,manual_review,,,,
1323455682,user_0061,50,cpp,DP_STATE,probabilities_8class,0.984375,DIJKSTRA_STATE_GRAPH,0.004547119,0.979827881
1332581141,user_0061,50,cpp,DP_STATE,probabilities_8class,0.99609375,GREEDY_NEXT_CHEAPER,0.001693726,0.994400024
1408568888,user_0062,5,cpp,DP_STATE,probabilities_8class,0.98046875,GREEDY_NEXT_CHEAPER,0.007476807,0.972991943
1408569671,user_0062,17.5,cpp,DP_STATE,probabilities_8class,0.98046875,UNKNOWN,0.007476807,0.972991943
1408569744,user_0062,50,cpp,DP_STATE,probabilities_8class,0.98046875,UNKNOWN,0.008483887,0.971984863
1361904834,user_0063,20,cpp,GREEDY_NEXT_CHEAPER,probabilities_8class,0.451171875,GREEDY_CHEAPEST_REACHABLE,0.3515625,0.099609375
1408490781,user_0064,50,cpp,DP_STATE,probabilities_8class,0.99609375,GREEDY_NEXT_CHEAPER,0.001693726,0.994400024
1408567387,user_0065,50,cpp,DIJKSTRA_STATE_GRAPH,probabilities_8class,0.9921875,DP_STATE,0.004058838,0.988128662
1408528181,user_0066,50,cpp,GREEDY_NEXT_CHEAPER,probabilities_8class,0.9296875,GREEDY_CHEAPEST_REACHABLE,0.059570313,0.870117188
1408492477,user_0067,2.5,cpp,GREEDY_NEXT_CHEAPER,probabilities_8class,0.49609375,GREEDY_CHEAPEST_REACHABLE,0.38671875,0.109375
1408492505,user_0067,50,cpp,GREEDY_NEXT_CHEAPER,probabilities_8class,0.5078125,GREEDY_CHEAPEST_REACHABLE,0.30859375,0.19921875
1391802530,user_0068,25,cpp,DP_STATE,probabilities_8class,0.9921875,GREEDY_NEXT_CHEAPER,0.002166748,0.990020752
1391802591,user_0068,50,cpp,SLIDING_WINDOW_MINIMUM,probabilities_8class,0.419921875,DP_STATE,0.224609375,0.1953125
1391931169,user_0069,22.5,cpp,GREEDY_PREFIX_MINIMUM,probabilities_8class,0.38671875,GREEDY_CHEAPEST_REACHABLE,0.30078125,0.0859375
1391931580,user_0069,7.5,cpp,DP_STATE,probabilities_8class,0.671875,GREEDY_CHEAPEST_REACHABLE,0.116699219,0.555175781
1391931654,user_0069,7.5,cpp,DP_STATE,probabilities_8class,0.498046875,GREEDY_CHEAPEST_REACHABLE,0.208007813,0.290039063
1391931719,user_0069,22.5,cpp,GREEDY_CHEAPEST_REACHABLE,probabilities_8class,0.388671875,GREEDY_NEXT_CHEAPER,0.236328125,0.15234375
1391931891,user_0069,50,cpp,GREEDY_NEXT_CHEAPER,probabilities_8class,0.9140625,GREEDY_CHEAPEST_REACHABLE,0.06640625,0.84765625
1408527096,user_0070,50,cpp,DP_STATE,probabilities_8class,0.99609375,GREEDY_NEXT_CHEAPER,0.001029968,0.995063782
1408521656,user_0071,25,cpp,DP_STATE,probabilities_8class,0.984375,SLIDING_WINDOW_MINIMUM,0.007537842,0.976837158
1408532058,user_0072,50,java,GREEDY_CHEAPEST_REACHABLE,probabilities_8class,0.4453125,GREEDY_PREFIX_MINIMUM,0.306640625,0.138671875
1408421101,user_0073,50,cpp,SLIDING_WINDOW_MINIMUM,manual_review,,,,
1323455841,user_0074,50,cpp,DP_STATE,probabilities_8class,0.98828125,UNKNOWN,0.00402832,0.98425293
1408406046,user_0075,50,cpp,DP_STATE,probabilities_8class,0.9921875,GREEDY_NEXT_CHEAPER,0.003158569,0.989028931
1391863583,user_0076,22.5,cpp,GREEDY_PREFIX_MINIMUM,probabilities_8class,0.73828125,GREEDY_CHEAPEST_REACHABLE,0.145507813,0.592773438
1391863884,user_0076,25,cpp,GREEDY_CHEAPEST_REACHABLE,probabilities_8class,0.384765625,GREEDY_PREFIX_MINIMUM,0.233398438,0.151367188
1391864055,user_0076,25,cpp,DP_STATE,manual_review,,,,
1391864073,user_0076,25,cpp,DP_STATE,probabilities_8class,0.98828125,GREEDY_NEXT_CHEAPER,0.00402832,0.98425293
1361903669,user_0077,22.5,cpp,GREEDY_PREFIX_MINIMUM,probabilities_8class,0.68359375,GREEDY_CHEAPEST_REACHABLE,0.172851563,0.510742188
1361903931,user_0077,50,cpp,GREEDY_CHEAPEST_REACHABLE,probabilities_8class,0.328125,SLIDING_WINDOW_MINIMUM,0.2890625,0.0390625
1314236007,user_0078,5,cpp,UNKNOWN,probabilities_8class,0.62890625,DP_STATE,0.205078125,0.423828125
1314236025,user_0078,2.5,cpp,UNKNOWN,probabilities_8class,0.828125,DP_STATE,0.099121094,0.729003906
1314236062,user_0078,2.5,cpp,UNKNOWN,probabilities_8class,0.76953125,DP_STATE,0.133789063,0.635742188
1314236081,user_0078,2.5,cpp,UNKNOWN,probabilities_8class,0.77734375,DP_STATE,0.134765625,0.642578125
1314236932,user_0078,5,cpp,DP_STATE,probabilities_8class,0.921875,UNKNOWN,0.045898438,0.875976563
1314237044,user_0078,2.5,cpp,DP_STATE,probabilities_8class,0.9765625,UNKNOWN,0.00579834,0.97076416
1314237405,user_0078,20,cpp,DP_STATE,probabilities_8class,0.953125,UNKNOWN,0.025390625,0.927734375
1314237460,user_0078,45,cpp,DP_STATE,probabilities_8class,0.96484375,UNKNOWN,0.020019531,0.944824219
1314237519,user_0078,45,cpp,DP_STATE,probabilities_8class,0.91796875,UNKNOWN,0.045898438,0.872070313
1314237768,user_0078,22.5,cpp,DP_STATE,probabilities_8class,0.953125,UNKNOWN,0.019775391,0.933349609
1408485379,user_0079,25,cpp,DP_STATE,probabilities_8class,0.96484375,GREEDY_NEXT_CHEAPER,0.010742188,0.954101563
1408485926,user_0079,17.5,cpp,DP_STATE,probabilities_8class,0.96484375,GREEDY_NEXT_CHEAPER,0.010742188,0.954101563
1408486016,user_0079,22.5,cpp,DP_STATE,probabilities_8class,0.9609375,GREEDY_NEXT_CHEAPER,0.012084961,0.948852539
1408486147,user_0079,25,cpp,DP_STATE,probabilities_8class,0.98046875,SLIDING_WINDOW_MINIMUM,0.006622314,0.973846436
1408486537,user_0079,25,cpp,DP_STATE,probabilities_8class,0.984375,GREEDY_NEXT_CHEAPER,0.006622314,0.977752686
1408487459,user_0079,50,cpp,DP_STATE,probabilities_8class,0.46484375,SLIDING_WINDOW_MINIMUM,0.219726563,0.245117188
1408519031,user_0080,25,cpp,DIJKSTRA_STATE_GRAPH,probabilities_8class,0.984375,DP_STATE,0.007507324,0.976867676
1408520167,user_0080,50,cpp,SLIDING_WINDOW_MINIMUM,probabilities_8class,0.9609375,DP_STATE,0.019897461,0.941040039
1408432303,user_0081,50,cpp,DP_STATE,probabilities_8class,0.96484375,GREEDY_NEXT_CHEAPER,0.012145996,0.952697754
