submission_id,file,language,score,model_prediction,final_algorithm,decision_source,probability,second_algorithm,second_probability,margin,p_MANHATTAN_SCAN,p_ROW_BOUNDS_SCAN,p_BFS_RADIUS,p_DFS_RADIUS,p_SORTED_MANHATTAN,p_RING_SCAN,p_BOUNDING_BOX_SCAN,p_DP_RADIUS,p_UNKNOWN,p_GREEDY_NEIGHBOR_WALK
1314234545,matei-si-diamantele/submissions/1314234545.cpp,cpp,50.0,MANHATTAN_SCAN,MANHATTAN_SCAN,probability_model,0.8671875,BOUNDING_BOX_SCAN,0.09130859375,0.77587890625,0.8671875,0.0296630859375,0.0021514892578125,0.00115203857421875,0.0014801025390625,0.005157470703125,0.09130859375,0.0014801025390625,0.000423431396484375,
1314234548,matei-si-diamantele/submissions/1314234548.java,java,50.0,MANHATTAN_SCAN,MANHATTAN_SCAN,probability_model,0.94921875,ROW_BOUNDS_SCAN,0.0286865234375,0.9205322265625,0.94921875,0.0286865234375,0.00151824951171875,0.0005950927734375,0.00063323974609375,0.003875732421875,0.01531982421875,0.00063323974609375,8.58306884765625e-05,
1314234559,matei-si-diamantele/submissions/1314234559.java,java,16.07,DFS_RADIUS,DFS_RADIUS,probability_model,0.8828125,RING_SCAN,0.056396484375,0.826416015625,0.00150299072265625,0.0086669921875,0.026611328125,0.8828125,0.01422119140625,0.056396484375,0.004638671875,0.005950927734375,0.00102996826171875,
1314234561,matei-si-diamantele/submissions/1314234561.cpp,cpp,50.0,BFS_RADIUS,BFS_RADIUS,probability_model,0.91015625,DFS_RADIUS,0.035400390625,0.874755859375,0.004791259765625,0.01300048828125,0.91015625,0.035400390625,0.004791259765625,0.0242919921875,0.006134033203125,0.00083160400390625,0.0005035400390625,
1314234563,matei-si-diamantele/submissions/1314234563.cpp,cpp,1.79,RING_SCAN,RING_SCAN,probability_model,0.40234375,BOUNDING_BOX_SCAN,0.35546875,0.046875,0.130859375,0.04248046875,0.01214599609375,0.0057373046875,0.01373291015625,0.40234375,0.35546875,0.022705078125,0.01556396484375,
1314234576,matei-si-diamantele/submissions/1314234576.java,java,50.0,BFS_RADIUS,BFS_RADIUS,probability_model,0.67578125,DFS_RADIUS,0.2490234375,0.4267578125,0.0062255859375,0.0140380859375,0.67578125,0.2490234375,0.009033203125,0.0296630859375,0.007049560546875,0.004547119140625,0.004547119140625,
1314234594,matei-si-diamantele/submissions/1314234594.cpp,cpp,50.0,MANHATTAN_SCAN,MANHATTAN_SCAN,probability_model,0.66796875,BOUNDING_BOX_SCAN,0.279296875,0.388671875,0.66796875,0.033203125,0.0027313232421875,0.00165557861328125,0.0021209716796875,0.009521484375,0.279296875,0.0030975341796875,0.000782012939453125,
1314234605,matei-si-diamantele/submissions/1314234605.java,java,35.71,ROW_BOUNDS_SCAN,ROW_BOUNDS_SCAN,probability_model,0.5859375,RING_SCAN,0.2431640625,0.3427734375,0.02001953125,0.5859375,0.025634765625,0.00347900390625,0.0028839111328125,0.2431640625,0.115234375,0.00506591796875,0.00022220611572265625,
1314234628,matei-si-diamantele/submissions/1314234628.java,java,3.57,GREEDY_NEIGHBOR_WALK,GREEDY_NEIGHBOR_WALK,probability_model_extended,0.98046875,UNKNOWN,0.01239013671875,0.76171875,0.0021514892578125,0.000843048095703125,0.00022602081298828125,0.000396728515625,0.0002727508544921875,0.000396728515625,0.0002574920654296875,0.000843048095703125,0.01239013671875,0.98046875
1314234632,matei-si-diamantele/submissions/1314234632.cpp,cpp,42.86,MANHATTAN_SCAN,MANHATTAN_SCAN,probability_model,0.58984375,BOUNDING_BOX_SCAN,0.279296875,0.310546875,0.58984375,0.09033203125,0.005767822265625,0.0032958984375,0.0037384033203125,0.0228271484375,0.279296875,0.005096435546875,0.000782012939453125,
1314234634,matei-si-diamantele/submissions/1314234634.java,java,50.0,MANHATTAN_SCAN,MANHATTAN_SCAN,probability_model,0.6875,BOUNDING_BOX_SCAN,0.22265625,0.46484375,0.6875,0.0439453125,0.0052490234375,0.0028076171875,0.0052490234375,0.0235595703125,0.22265625,0.00762939453125,0.00124359130859375,
1314234652,matei-si-diamantele/submissions/1314234652.java,java,41.07,ROW_BOUNDS_SCAN,ROW_BOUNDS_SCAN,probability_model,0.5546875,RING_SCAN,0.296875,0.2578125,0.01300048828125,0.5546875,0.03125,0.0030975341796875,0.0029144287109375,0.296875,0.09619140625,0.0027313232421875,0.00013637542724609375,
1314234680,matei-si-diamantele/submissions/1314234680.cpp,cpp,1.79,MANHATTAN_SCAN,MANHATTAN_SCAN,probability_model,0.1884765625,RING_SCAN,0.1669921875,0.021484375,0.1884765625,0.061279296875,0.1298828125,0.1474609375,0.042236328125,0.1669921875,0.0693359375,0.0478515625,0.1474609375,
1314234695,matei-si-diamantele/submissions/1314234695.java,java,41.07,ROW_BOUNDS_SCAN,ROW_BOUNDS_SCAN,probability_model,0.67578125,RING_SCAN,0.150390625,0.525390625,0.015869140625,0.67578125,0.043212890625,0.0031280517578125,0.0029449462890625,0.150390625,0.103515625,0.0040283203125,0.00017642974853515625,
1314234699,matei-si-diamantele/submissions/1314234699.cpp,cpp,41.07,RING_SCAN,RING_SCAN,probability_model,0.474609375,ROW_BOUNDS_SCAN,0.224609375,0.25,0.1357421875,0.224609375,0.0390625,0.00927734375,0.01190185546875,0.474609375,0.09326171875,0.00927734375,0.0020599365234375,
1314234704,matei-si-diamantele/submissions/1314234704.java,java,12.5,DFS_RADIUS,DFS_RADIUS,probability_model,0.71875,RING_SCAN,0.12451171875,0.59423828125,0.00201416015625,0.014892578125,0.10986328125,0.71875,0.0191650390625,0.12451171875,0.005828857421875,0.005157470703125,0.00074005126953125,
1314234706,matei-si-diamantele/submissions/1314234706.java,java,50.0,BFS_RADIUS,BFS_RADIUS,probability_model,0.8046875,DFS_RADIUS,0.12353515625,0.68115234375,0.004791259765625,0.0167236328125,0.8046875,0.12353515625,0.00897216796875,0.03125,0.0069580078125,0.0018768310546875,0.0004749298095703125,
1314234719,matei-si-diamantele/submissions/1314234719.java,java,16.07,DFS_RADIUS,DFS_RADIUS,probability_model,0.57421875,BFS_RADIUS,0.23828125,0.3359375,0.00494384765625,0.04150390625,0.23828125,0.57421875,0.01348876953125,0.11279296875,0.0081787109375,0.0072021484375,0.00091552734375,
1314234735,matei-si-diamantele/submissions/1314234735.cpp,cpp,39.29,ROW_BOUNDS_SCAN,ROW_BOUNDS_SCAN,probability_model,0.42578125,RING_SCAN,0.33203125,0.09375,0.07421875,0.42578125,0.0654296875,0.0093994140625,0.00885009765625,0.33203125,0.07421875,0.0078125,0.00144195556640625,
1314234741,matei-si-diamantele/submissions/1314234741.cpp,cpp,17.86,BFS_RADIUS,BFS_RADIUS,probability_model,0.74609375,DFS_RADIUS,0.1298828125,0.6162109375,0.00445556640625,0.013671875,0.74609375,0.1298828125,0.0120849609375,0.0693359375,0.013671875,0.00445556640625,0.005035400390625,
1314234743,matei-si-diamantele/submissions/1314234743.java,java,50.0,MANHATTAN_SCAN,MANHATTAN_SCAN,probability_model,0.4765625,ROW_BOUNDS_SCAN,0.255859375,0.220703125,0.4765625,0.255859375,0.0126953125,0.0026702880859375,0.003021240234375,0.04443359375,0.19921875,0.004974365234375,0.0005950927734375,
1314234751,matei-si-diamantele/submissions/1314234751.cpp,cpp,37.5,RING_SCAN,RING_SCAN,probability_model,0.333984375,ROW_BOUNDS_SCAN,0.294921875,0.0390625,0.123046875,0.294921875,0.05126953125,0.00946044921875,0.011474609375,0.333984375,0.158203125,0.01470947265625,0.00225830078125,
1314234757,matei-si-diamantele/submissions/1314234757.java,java,41.07,ROW_BOUNDS_SCAN,ROW_BOUNDS_SCAN,probability_model,0.796875,RING_SCAN,0.10791015625,0.68896484375,0.006072998046875,0.796875,0.034912109375,0.00286865234375,0.00185394287109375,0.10791015625,0.044921875,0.004730224609375,0.00023555755615234375,
1314234759,matei-si-diamantele/submissions/1314234759.java,java,42.86,BOUNDING_BOX_SCAN,BOUNDING_BOX_SCAN,probability_model,0.423828125,MANHATTAN_SCAN,0.330078125,0.09375,0.330078125,0.2001953125,0.0087890625,0.0020904541015625,0.002227783203125,0.02392578125,0.423828125,0.00604248046875,0.000873565673828125,
1314234772,matei-si-diamantele/submissions/1314234772.cpp,cpp,37.5,ROW_BOUNDS_SCAN,ROW_BOUNDS_SCAN,probability_model,0.369140625,RING_SCAN,0.369140625,0.0,0.09326171875,0.369140625,0.056640625,0.0086669921875,0.0086669921875,0.369140625,0.08251953125,0.0111083984375,0.001708984375,
1314234782,matei-si-diamantele/submissions/1314234782.java,java,1.79,GREEDY_NEIGHBOR_WALK,GREEDY_NEIGHBOR_WALK,probability_model_extended,0.80078125,UNKNOWN,0.1787109375,0.61181640625,0.01007080078125,0.0022430419921875,0.00119781494140625,0.00174713134765625,0.00128173828125,0.001861572265625,0.00106048583984375,0.003265380859375,0.1787109375,0.80078125
1314234797,matei-si-diamantele/submissions/1314234797.java,java,8.93,BOUNDING_BOX_SCAN,BOUNDING_BOX_SCAN,probability_model,0.80859375,MANHATTAN_SCAN,0.140625,0.66796875,0.140625,0.0147705078125,0.003509521484375,0.0029144287109375,0.0032958984375,0.0130615234375,0.80859375,0.006988525390625,0.0079345703125,
1314234803,matei-si-diamantele/submissions/1314234803.cpp,cpp,41.07,RING_SCAN,RING_SCAN,probability_model,0.384765625,ROW_BOUNDS_SCAN,0.33984375,0.044921875,0.1103515625,0.33984375,0.046142578125,0.01025390625,0.0096435546875,0.384765625,0.0859375,0.01025390625,0.00101470947265625,
1314234805,matei-si-diamantele/submissions/1314234805.java,java,12.5,DFS_RADIUS,DFS_RADIUS,probability_model,0.43359375,BFS_RADIUS,0.205078125,0.228515625,0.016845703125,0.0277099609375,0.205078125,0.43359375,0.040283203125,0.205078125,0.01904296875,0.016845703125,0.03564453125,
1314234819,matei-si-diamantele/submissions/1314234819.java,java,1.79,GREEDY_NEIGHBOR_WALK,GREEDY_NEIGHBOR_WALK,probability_model_extended,0.92578125,UNKNOWN,0.05224609375,0.037109375,0.01025390625,0.002288818359375,0.00101470947265625,0.0014801025390625,0.00122833251953125,0.0017852783203125,0.00101470947265625,0.0029449462890625,0.05224609375,0.92578125
1314234834,matei-si-diamantele/submissions/1314234834.java,java,1.79,GREEDY_NEIGHBOR_WALK,GREEDY_NEIGHBOR_WALK,probability_model_extended,0.7578125,UNKNOWN,0.1923828125,0.490234375,0.0260009765625,0.003997802734375,0.0016632080078125,0.0030975341796875,0.0045166015625,0.0030975341796875,0.00146484375,0.005126953125,0.1923828125,0.7578125
1314234837,matei-si-diamantele/submissions/1314234837.java,java,16.07,DFS_RADIUS,DFS_RADIUS,probability_model,0.859375,RING_SCAN,0.062255859375,0.797119140625,0.0019989013671875,0.00958251953125,0.037841796875,0.859375,0.013916015625,0.062255859375,0.005126953125,0.0074462890625,0.0011444091796875,
1314234838,matei-si-diamantele/submissions/1314234838.java,java,8.93,DP_RADIUS,DP_RADIUS,probability_model,0.640625,DFS_RADIUS,0.1259765625,0.5146484375,0.006683349609375,0.01031494140625,0.03173828125,0.1259765625,0.028076171875,0.04638671875,0.01324462890625,0.640625,0.09814453125,
1314234839,matei-si-diamantele/submissions/1314234839.java,java,50.0,BOUNDING_BOX_SCAN,BOUNDING_BOX_SCAN,probability_model,0.47265625,ROW_BOUNDS_SCAN,0.25390625,0.21875,0.2236328125,0.25390625,0.0125732421875,0.0028076171875,0.00299072265625,0.026611328125,0.47265625,0.0052490234375,0.000972747802734375,
1314234840,matei-si-diamantele/submissions/1314234840.cpp,cpp,41.07,RING_SCAN,RING_SCAN,probability_model,0.4609375,ROW_BOUNDS_SCAN,0.1923828125,0.2685546875,0.11669921875,0.1923828125,0.029541015625,0.00701904296875,0.00958251953125,0.4609375,0.169921875,0.01226806640625,0.0012969970703125,
1314234854,matei-si-diamantele/submissions/1314234854.cpp,cpp,1.79,UNKNOWN,UNKNOWN,probability_model_extended,0.9296875,MANHATTAN_SCAN,0.03173828125,0.85205078125,0.03173828125,0.005523681640625,0.00179290771484375,0.002960205078125,0.0037841796875,0.005523681640625,0.001312255859375,0.0026092529296875,0.9296875,0.0169677734375
1314234858,matei-si-diamantele/submissions/1314234858.java,java,50.0,MANHATTAN_SCAN,MANHATTAN_SCAN,probability_model,0.7109375,BOUNDING_BOX_SCAN,0.1591796875,0.5517578125,0.7109375,0.09619140625,0.004791259765625,0.0018768310546875,0.0022735595703125,0.0189208984375,0.1591796875,0.004241943359375,0.000537872314453125,
1314234877,matei-si-diamantele/submissions/1314234877.java,java,1.79,MANHATTAN_SCAN,MANHATTAN_SCAN,probability_model,0.474609375,UNKNOWN,0.1748046875,0.2998046875,0.474609375,0.08251953125,0.0267333984375,0.0267333984375,0.0267333984375,0.09326171875,0.038818359375,0.056640625,0.1748046875,
1314234878,matei-si-diamantele/submissions/1314234878.java,java,5.36,DFS_RADIUS,DFS_RADIUS,probability_model,0.466796875,RING_SCAN,0.220703125,0.24609375,0.0205078125,0.0263671875,0.07177734375,0.466796875,0.049072265625,0.220703125,0.0263671875,0.038330078125,0.0810546875,
1314234881,matei-si-diamantele/submissions/1314234881.java,java,3.57,UNKNOWN,UNKNOWN,probability_model_extended,0.4453125,MANHATTAN_SCAN,0.34765625,0.3037109375,0.34765625,0.017333984375,0.00634765625,0.005615234375,0.01190185546875,0.1279296875,0.0152587890625,0.0081787109375,0.4453125,0.0152587890625
1314234882,matei-si-diamantele/submissions/1314234882.cpp,cpp,35.71,MANHATTAN_SCAN,MANHATTAN_SCAN,probability_model,0.56640625,ROW_BOUNDS_SCAN,0.18359375,0.3828125,0.56640625,0.18359375,0.0133056640625,0.00335693359375,0.004058837890625,0.09814453125,0.1259765625,0.0048828125,0.00054931640625,
1314234886,matei-si-diamantele/submissions/1314234886.cpp,cpp,1.79,RING_SCAN,RING_SCAN,probability_model,0.2177734375,MANHATTAN_SCAN,0.19140625,0.0263671875,0.19140625,0.0703125,0.0908203125,0.062255859375,0.033447265625,0.2177734375,0.1025390625,0.062255859375,0.1689453125,
1314234887,matei-si-diamantele/submissions/1314234887.java,java,50.0,MANHATTAN_SCAN,MANHATTAN_SCAN,probability_model,0.87109375,ROW_BOUNDS_SCAN,0.0712890625,0.7998046875,0.87109375,0.0712890625,0.0040283203125,0.00115203857421875,0.00157928466796875,0.0159912109375,0.03369140625,0.00084686279296875,0.00012969970703125,
1314234890,matei-si-diamantele/submissions/1314234890.cpp,cpp,41.07,RING_SCAN,RING_SCAN,probability_model,0.41796875,ROW_BOUNDS_SCAN,0.32421875,0.09375,0.10546875,0.32421875,0.0498046875,0.00921630859375,0.00982666015625,0.41796875,0.072265625,0.00921630859375,0.0018157958984375,
1314234901,matei-si-diamantele/submissions/1314234901.cpp,cpp,3.57,UNKNOWN,UNKNOWN,probability_model_extended,0.56640625,RING_SCAN,0.267578125,0.2890625,0.07666015625,0.01336669921875,0.00714111328125,0.00714111328125,0.0172119140625,0.267578125,0.0194091796875,0.0091552734375,0.56640625,0.01336669921875
1314234906,matei-si-diamantele/submissions/1314234906.java,java,1.79,GREEDY_NEIGHBOR_WALK,GREEDY_NEIGHBOR_WALK,probability_model_extended,0.828125,UNKNOWN,0.1435546875,0.2626953125,0.0172119140625,0.0023193359375,0.00102996826171875,0.001495361328125,0.001495361328125,0.00180816650390625,0.00102996826171875,0.0033721923828125,0.1435546875,0.828125
1314234907,matei-si-diamantele/submissions/1314234907.java,java,41.07,RING_SCAN,RING_SCAN,probability_model,0.7109375,MANHATTAN_SCAN,0.109375,0.6015625,0.109375,0.0849609375,0.0130615234375,0.004791259765625,0.0147705078125,0.7109375,0.05859375,0.00176239013671875,0.0003070831298828125,
1314234927,matei-si-diamantele/submissions/1314234927.cpp,cpp,10.71,RING_SCAN,RING_SCAN,probability_model,0.765625,UNKNOWN,0.08056640625,0.68505859375,0.043212890625,0.01092529296875,0.0096435546875,0.007049560546875,0.0203857421875,0.765625,0.049072265625,0.01239013671875,0.08056640625,
1314234943,matei-si-diamantele/submissions/1314234943.java,java,8.93,DP_RADIUS,DP_RADIUS,probability_model,0.474609375,DFS_RADIUS,0.25390625,0.220703125,0.007659912109375,0.018310546875,0.038818359375,0.25390625,0.034423828125,0.08251953125,0.018310546875,0.474609375,0.07275390625,
1314234944,matei-si-diamantele/submissions/1314234944.java,java,12.5,BFS_RADIUS,BFS_RADIUS,probability_model,0.84765625,DFS_RADIUS,0.05419921875,0.79345703125,0.005706787109375,0.025634765625,0.84765625,0.05419921875,0.00732421875,0.0478515625,0.0093994140625,0.001129150390625,0.0004405975341796875,
1314234950,matei-si-diamantele/submissions/1314234950.cpp,cpp,41.07,MANHATTAN_SCAN,MANHATTAN_SCAN,probability_model,0.431640625,ROW_BOUNDS_SCAN,0.26171875,0.169921875,0.431640625,0.26171875,0.027587890625,0.00543212890625,0.004791259765625,0.1796875,0.0849609375,0.004486083984375,0.000537872314453125,
1314234951,matei-si-diamantele/submissions/1314234951.cpp,cpp,14.29,UNKNOWN,DFS_RADIUS,manual_gold_or_review,0.6875,DFS_RADIUS,0.10546875,0.58203125,0.0439453125,0.00982666015625,0.0439453125,0.10546875,0.0267333984375,0.0498046875,0.0111083984375,0.020751953125,0.6875,
1314234952,matei-si-diamantele/submissions/1314234952.cpp,cpp,3.57,GREEDY_NEIGHBOR_WALK,GREEDY_NEIGHBOR_WALK,probability_model_extended,0.90234375,UNKNOWN,0.07421875,0.5498046875,0.01287841796875,0.00185394287109375,0.000640869140625,0.001129150390625,0.00119781494140625,0.0013580322265625,0.000728607177734375,0.002532958984375,0.07421875,0.90234375
1314234957,matei-si-diamantele/submissions/1314234957.cpp,cpp,35.71,RING_SCAN,RING_SCAN,probability_model,0.478515625,ROW_BOUNDS_SCAN,0.17578125,0.302734375,0.12109375,0.17578125,0.0306396484375,0.00775146484375,0.01055908203125,0.478515625,0.1552734375,0.016357421875,0.0032196044921875,
1314234969,matei-si-diamantele/submissions/1314234969.java,java,42.86,BFS_RADIUS,BFS_RADIUS,probability_model,0.69921875,DFS_RADIUS,0.12109375,0.578125,0.0087890625,0.08349609375,0.69921875,0.12109375,0.00994873046875,0.057373046875,0.016357421875,0.00469970703125,0.00049591064453125,
1314234980,matei-si-diamantele/submissions/1314234980.c,c,50.0,MANHATTAN_SCAN,MANHATTAN_SCAN,probability_model,0.875,BOUNDING_BOX_SCAN,0.0634765625,0.8115234375,0.875,0.038330078125,0.0040283203125,0.00179290771484375,0.003143310546875,0.01409912109375,0.0634765625,0.00168609619140625,0.0004825592041015625,
1314234981,matei-si-diamantele/submissions/1314234981.java,java,3.57,GREEDY_NEIGHBOR_WALK,GREEDY_NEIGHBOR_WALK,probability_model_extended,0.97265625,UNKNOWN,0.0228271484375,0.7548828125,0.002410888671875,0.000782012939453125,0.0002536773681640625,0.0004177093505859375,0.000270843505859375,0.0004177093505859375,0.0002384185791015625,0.000782012939453125,0.0228271484375,0.97265625
1314235004,matei-si-diamantele/submissions/1314235004.java,java,8.93,BOUNDING_BOX_SCAN,BOUNDING_BOX_SCAN,probability_model,0.734375,MANHATTAN_SCAN,0.1640625,0.5703125,0.1640625,0.0322265625,0.00634765625,0.0038604736328125,0.00494384765625,0.0284423828125,0.734375,0.013427734375,0.01190185546875,
1314235007,matei-si-diamantele/submissions/1314235007.java,java,5.36,MANHATTAN_SCAN,MANHATTAN_SCAN,probability_model,0.455078125,BOUNDING_BOX_SCAN,0.115234375,0.33984375,0.455078125,0.1015625,0.0291748046875,0.01556396484375,0.0177001953125,0.1015625,0.115234375,0.048095703125,0.115234375,
1314235016,matei-si-diamantele/submissions/1314235016.cpp,cpp,41.07,MANHATTAN_SCAN,MANHATTAN_SCAN,probability_model,0.5546875,ROW_BOUNDS_SCAN,0.1806640625,0.3740234375,0.5546875,0.1806640625,0.01483154296875,0.0030975341796875,0.0033111572265625,0.0966796875,0.140625,0.00482177734375,0.000507354736328125,
1314235026,matei-si-diamantele/submissions/1314235026.java,java,50.0,MANHATTAN_SCAN,MANHATTAN_SCAN,probability_model,0.73828125,BOUNDING_BOX_SCAN,0.1650390625,0.5732421875,0.73828125,0.060546875,0.004974365234375,0.002349853515625,0.003204345703125,0.0223388671875,0.1650390625,0.002838134765625,0.000812530517578125,
1314235028,matei-si-diamantele/submissions/1314235028.java,java,50.0,MANHATTAN_SCAN,MANHATTAN_SCAN,probability_model,0.92578125,BOUNDING_BOX_SCAN,0.03173828125,0.89404296875,0.92578125,0.0191650390625,0.0033416748046875,0.0013885498046875,0.0042724609375,0.01318359375,0.03173828125,0.0009002685546875,0.00037384033203125,
1314235033,matei-si-diamantele/submissions/1314235033.java,java,12.5,DP_RADIUS,DP_RADIUS,probability_model,0.83203125,UNKNOWN,0.09912109375,0.73291015625,0.005584716796875,0.0072021484375,0.00921630859375,0.0118408203125,0.01043701171875,0.0172119140625,0.00811767578125,0.83203125,0.09912109375,
1314235040,matei-si-diamantele/submissions/1314235040.cpp,cpp,50.0,RING_SCAN,RING_SCAN,probability_model,0.36328125,MANHATTAN_SCAN,0.283203125,0.080078125,0.283203125,0.1513671875,0.033935546875,0.010986328125,0.0159912109375,0.36328125,0.1181640625,0.01806640625,0.0040283203125,
1314235042,matei-si-diamantele/submissions/1314235042.cpp,cpp,42.86,RING_SCAN,RING_SCAN,probability_model,0.53125,ROW_BOUNDS_SCAN,0.283203125,0.248046875,0.038330078125,0.283203125,0.033935546875,0.005889892578125,0.005889892578125,0.53125,0.09228515625,0.00970458984375,0.000659942626953125,
1314235046,matei-si-diamantele/submissions/1314235046.java,java,1.79,GREEDY_NEIGHBOR_WALK,GREEDY_NEIGHBOR_WALK,probability_model_extended,0.84375,UNKNOWN,0.1298828125,0.7373046875,0.01202392578125,0.0023651123046875,0.000873565673828125,0.0020904541015625,0.00173187255859375,0.0020904541015625,0.0010528564453125,0.00390625,0.1298828125,0.84375
1314235048,matei-si-diamantele/submissions/1314235048.java,java,50.0,MANHATTAN_SCAN,MANHATTAN_SCAN,probability_model,0.890625,ROW_BOUNDS_SCAN,0.04443359375,0.84619140625,0.890625,0.04443359375,0.004669189453125,0.0018310546875,0.003204345703125,0.02685546875,0.02685546875,0.001617431640625,0.000247955322265625,
1314235068,matei-si-diamantele/submissions/1314235068.java,java,5.36,GREEDY_NEIGHBOR_WALK,GREEDY_NEIGHBOR_WALK,probability_model_extended,0.87109375,UNKNOWN,0.091796875,0.076171875,0.01806640625,0.002777099609375,0.001312255859375,0.0019073486328125,0.0024566650390625,0.002777099609375,0.001312255859375,0.00457763671875,0.091796875,0.87109375
1314235088,matei-si-diamantele/submissions/1314235088.java,java,35.71,BOUNDING_BOX_SCAN,BOUNDING_BOX_SCAN,probability_model,0.37109375,MANHATTAN_SCAN,0.2890625,0.08203125,0.2890625,0.19921875,0.014404296875,0.003875732421875,0.006011962890625,0.1064453125,0.37109375,0.00872802734375,0.00118255615234375,
1314235103,matei-si-diamantele/submissions/1314235103.cpp,cpp,12.5,BFS_RADIUS,BFS_RADIUS,probability_model,0.859375,DFS_RADIUS,0.1025390625,0.7568359375,0.0019989013671875,0.009521484375,0.859375,0.1025390625,0.00396728515625,0.0201416015625,0.0025634765625,0.0004749298095703125,0.000164031982421875,
1314235110,matei-si-diamantele/submissions/1314235110.java,java,1.79,UNKNOWN,UNKNOWN,probability_model_extended,0.6640625,GREEDY_NEIGHBOR_WALK,0.1484375,0.482421875,0.130859375,0.015625,0.00836181640625,0.00738525390625,0.0057373046875,0.00946044921875,0.00347900390625,0.00738525390625,0.6640625,0.1484375
1314235112,matei-si-diamantele/submissions/1314235112.cpp,cpp,1.79,BOUNDING_BOX_SCAN,BOUNDING_BOX_SCAN,probability_model,0.7265625,RING_SCAN,0.111328125,0.615234375,0.0869140625,0.0361328125,0.00628662109375,0.003814697265625,0.00592041015625,0.111328125,0.7265625,0.01708984375,0.005218505859375,
