group_id,problem,language,user,score,kept_submission_id,kept_timestamp,removed_submission_id,removed_timestamp,jplag_similarity,same_user,same_score,approved_for_removal,reason
group_00024,cutiile-magice,cpp,user_0135,50.0,1370578798,2376745,1370578807,2376747,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00025,cutiile-magice,cpp,user_0136,2.78,1314236035,80,1314236075,82,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00026,cutiile-magice,java,user_0008,50.0,1323453896,523134,1323453939,523136,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00026,cutiile-magice,java,user_0008,50.0,1323453896,523134,1323453986,523139,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00026,cutiile-magice,java,user_0008,50.0,1323453896,523134,1323454022,523141,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00027,cutiile-magice,java,user_0022,2.78,1314237300,157,1314237635,173,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00027,cutiile-magice,java,user_0022,2.78,1314237300,157,1314237694,176,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00028,cutiile-magice,java,user_0028,8.33,1314237253,155,1314237426,163,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00029,cutiile-magice,java,user_0039,5.56,1314236544,113,1314236596,117,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00030,cutiile-magice,java,user_0070,50.0,1314237198,152,1314237727,177,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00031,cutiile-magice,java,user_0071,2.78,1314236767,127,1314236783,128,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00032,cutiile-magice,java,user_0071,2.78,1314237116,147,1314237247,155,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00033,cutiile-magice,java,user_0085,2.78,1314235611,58,1314235724,63,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00034,cutiile-magice,java,user_0086,5.56,1323389510,519814,1323389682,519822,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00035,cutiile-magice,java,user_0087,2.78,1314236835,131,1314236871,133,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00036,cutiile-magice,java,user_0088,2.78,1314237678,175,1314237834,181,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00037,cutiile-magice,java,user_0100,2.78,1378139483,2639578,1378139543,2639580,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00038,cutiile-magice,java,user_0101,2.78,1332764002,1027321,1332764094,1027335,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00039,cutiile-magice,java,user_0109,2.78,1314237210,152,1314237270,155,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00040,cutiile-magice,java,user_0114,5.56,1314236646,120,1314236723,124,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00041,cutiile-magice,java,user_0116,5.56,1314236245,94,1314236280,96,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00042,cutiile-magice,java,user_0118,2.78,1314236656,120,1314236677,121,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00042,cutiile-magice,java,user_0118,2.78,1314236656,120,1314236709,123,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00043,gigel-si-raspandirea-vestilor,cpp,user_0014,50.0,1314234908,32,1314234917,33,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00044,gigel-si-raspandirea-vestilor,cpp,user_0017,42.5,1344623105,1581234,1344623137,1581235,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00045,gigel-si-raspandirea-vestilor,cpp,user_0021,50.0,1314234899,32,1314235273,45,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00046,gigel-si-raspandirea-vestilor,cpp,user_0037,42.5,1323445078,522673,1323445123,522676,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00047,gigel-si-raspandirea-vestilor,cpp,user_0040,42.5,1314237697,176,1314237746,178,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00048,gigel-si-raspandirea-vestilor,cpp,user_0041,50.0,1314234800,28,1314236380,102,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00049,gigel-si-raspandirea-vestilor,cpp,user_0043,2.5,1314235860,69,1314235962,75,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00050,gigel-si-raspandirea-vestilor,cpp,user_0043,5.0,1314235783,66,1314235821,67,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00050,gigel-si-raspandirea-vestilor,cpp,user_0043,5.0,1314235783,66,1314235897,71,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00051,gigel-si-raspandirea-vestilor,cpp,user_0058,50.0,1314235491,53,1314235533,55,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00052,gigel-si-raspandirea-vestilor,cpp,user_0064,17.5,1323089769,504219,1323090024,504225,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00052,gigel-si-raspandirea-vestilor,cpp,user_0064,17.5,1323089769,504219,1323090318,504232,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00053,gigel-si-raspandirea-vestilor,cpp,user_0066,25.0,1333777537,1076419,1333777542,1076421,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00053,gigel-si-raspandirea-vestilor,cpp,user_0066,25.0,1333777537,1076419,1333804486,1077712,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00053,gigel-si-raspandirea-vestilor,cpp,user_0066,25.0,1333777537,1076419,1333804494,1077712,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00054,gigel-si-raspandirea-vestilor,cpp,user_0067,50.0,1323452051,523036,1323452096,523038,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00055,gigel-si-raspandirea-vestilor,cpp,user_0081,2.5,1314237179,151,1314237267,155,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00056,gigel-si-raspandirea-vestilor,cpp,user_0097,42.5,1314235595,58,1314235698,62,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00057,gigel-si-raspandirea-vestilor,cpp,user_0125,20.0,1344637809,1581778,1344637828,1581785,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00058,gigel-si-raspandirea-vestilor,cpp,user_0153,42.5,1344603930,1580263,1344603940,1580265,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00059,gigel-si-raspandirea-vestilor,cpp,user_0153,42.5,1344603958,1580268,1344604009,1580276,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00060,gigel-si-raspandirea-vestilor,cpp,user_0167,42.5,1323417757,521343,1323417811,521344,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00061,gigel-si-raspandirea-vestilor,cpp,user_0171,25.0,1331970060,991200,1331970072,991202,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00062,gigel-si-raspandirea-vestilor,cpp,user_0196,50.0,1333804466,1077710,1333804558,1077720,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00063,gigel-si-raspandirea-vestilor,cpp,user_0238,7.5,1408520332,3696560,1408520356,3696561,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00064,gigel-si-raspandirea-vestilor,cpp,user_0238,50.0,1408558151,3698087,1408560905,3698174,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00065,gigel-si-raspandirea-vestilor,cpp,user_0240,50.0,1314235298,46,1314235468,53,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00066,gigel-si-raspandirea-vestilor,cpp,user_0246,50.0,1314235309,46,1314237607,172,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00067,gigel-si-raspandirea-vestilor,cpp,user_0255,42.5,1314235045,37,1314237404,162,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00068,gigel-si-raspandirea-vestilor,cpp,user_0260,50.0,1314236378,102,1314236404,104,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00069,gigel-si-raspandirea-vestilor,cpp,user_0299,50.0,1378018289,2632515,1378155090,2639923,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00070,gigel-si-raspandirea-vestilor,cpp,user_0317,50.0,1408569037,3698449,1408569325,3698467,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00070,gigel-si-raspandirea-vestilor,cpp,user_0317,50.0,1408569037,3698449,1408570962,3698638,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00071,gigel-si-raspandirea-vestilor,cpp,user_0360,12.5,1408504480,3696365,1408504524,3696367,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00072,gigel-si-raspandirea-vestilor,cpp,user_0362,50.0,1314236312,99,1314236483,109,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00073,gigel-si-raspandirea-vestilor,cpp,user_0363,50.0,1408550974,3697916,1408552368,3697936,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00074,gigel-si-raspandirea-vestilor,cpp,user_0397,25.0,1408570828,3698612,1408570843,3698614,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00075,gigel-si-raspandirea-vestilor,cpp,user_0397,25.0,1408570840,3698614,1408570853,3698616,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00076,gigel-si-raspandirea-vestilor,cpp,user_0398,47.5,1391770094,3140722,1391770134,3140724,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00077,gigel-si-raspandirea-vestilor,cpp,user_0406,50.0,1408592222,3699242,1408593126,3699259,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00078,gigel-si-raspandirea-vestilor,cpp,user_0411,2.5,1408435665,3692917,1408435667,3692917,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00079,gigel-si-raspandirea-vestilor,cpp,user_0433,25.0,1391934796,3148009,1391934839,3148011,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00080,gigel-si-raspandirea-vestilor,java,user_0004,2.5,1314236900,134,1314237558,170,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00081,gigel-si-raspandirea-vestilor,java,user_0019,2.5,1314235032,37,1314235420,51,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00081,gigel-si-raspandirea-vestilor,java,user_0019,2.5,1314235032,37,1314235457,52,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00081,gigel-si-raspandirea-vestilor,java,user_0019,2.5,1314235032,37,1314235804,67,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00082,gigel-si-raspandirea-vestilor,java,user_0023,50.0,1314235064,38,1314235108,40,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00083,gigel-si-raspandirea-vestilor,java,user_0031,7.5,1314235242,44,1314237348,159,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00084,gigel-si-raspandirea-vestilor,java,user_0031,7.5,1314237386,161,1314237653,173,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00085,gigel-si-raspandirea-vestilor,java,user_0051,50.0,1314238913,416,1314239651,511,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00086,gigel-si-raspandirea-vestilor,java,user_0063,2.5,1314236269,95,1314236398,103,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00087,gigel-si-raspandirea-vestilor,java,user_0071,27.5,1314236525,111,1314236545,113,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00088,gigel-si-raspandirea-vestilor,java,user_0120,50.0,1344638143,1581882,1344638149,1581884,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00089,gigel-si-raspandirea-vestilor,java,user_0123,27.5,1314236782,128,1314236886,133,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00089,gigel-si-raspandirea-vestilor,java,user_0123,27.5,1314236782,128,1314236985,140,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00090,gigel-si-raspandirea-vestilor,java,user_0127,50.0,1314234758,26,1314237709,176,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00091,gigel-si-raspandirea-vestilor,java,user_0137,22.5,1314235460,52,1314235512,54,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00092,gigel-si-raspandirea-vestilor,java,user_0137,50.0,1314235363,48,1314235600,58,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00093,gigel-si-raspandirea-vestilor,java,user_0140,27.5,1314236610,118,1314236643,119,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00094,gigel-si-raspandirea-vestilor,java,user_0143,5.0,1314236984,140,1314237013,142,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00095,gigel-si-raspandirea-vestilor,java,user_0148,2.5,1314237236,154,1314237338,159,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00095,gigel-si-raspandirea-vestilor,java,user_0148,2.5,1314237236,154,1314237572,171,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00095,gigel-si-raspandirea-vestilor,java,user_0148,2.5,1314237236,154,1314237740,177,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00096,gigel-si-raspandirea-vestilor,java,user_0158,50.0,1323453195,523084,1323453229,523086,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00097,gigel-si-raspandirea-vestilor,java,user_0175,50.0,1314237537,169,1314237679,175,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00098,gigel-si-raspandirea-vestilor,java,user_0180,20.0,1314235141,41,1314235245,44,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00099,gigel-si-raspandirea-vestilor,java,user_0185,2.5,1314236164,89,1314236530,112,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00099,gigel-si-raspandirea-vestilor,java,user_0185,2.5,1314236164,89,1314236879,133,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00100,gigel-si-raspandirea-vestilor,java,user_0185,50.0,1314237287,156,1314237310,158,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00101,gigel-si-raspandirea-vestilor,java,user_0204,25.0,1314234492,14,1314234554,17,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00102,gigel-si-raspandirea-vestilor,java,user_0224,5.0,1314235923,72,1314235951,74,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00103,gigel-si-raspandirea-vestilor,java,user_0264,2.5,1314236554,114,1314237837,181,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00104,gigel-si-raspandirea-vestilor,java,user_0294,50.0,1378121500,2638835,1378121512,2638838,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00105,gigel-si-raspandirea-vestilor,java,user_0337,50.0,1314234585,18,1314237865,185,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00106,gigel-si-raspandirea-vestilor,java,user_0365,50.0,1408456348,3693871,1408491609,3695519,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00107,gigel-si-raspandirea-vestilor,java,user_0394,2.5,1314234443,11,1314234537,16,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00107,gigel-si-raspandirea-vestilor,java,user_0394,2.5,1314234443,11,1314234653,22,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00107,gigel-si-raspandirea-vestilor,java,user_0394,2.5,1314234443,11,1314235172,42,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00108,gigel-si-raspandirea-vestilor,java,user_0449,5.0,1314237290,156,1314237354,160,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00109,gigel-si-raspandirea-vestilor,java,user_0455,42.5,1314235041,37,1314235077,39,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00110,gigel-si-sosetele,cpp,user_0001,47.92,1361592965,2117030,1361593026,2117032,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00111,gigel-si-sosetele,cpp,user_0014,50.0,1323432402,521913,1323432408,521914,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00112,gigel-si-sosetele,cpp,user_0017,12.5,1323425542,521532,1323425620,521535,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00113,gigel-si-sosetele,cpp,user_0021,50.0,1332756993,1026968,1332757083,1026972,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00114,gigel-si-sosetele,cpp,user_0034,1.04,1314236699,123,1314236737,125,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00115,gigel-si-sosetele,cpp,user_0034,10.42,1314236186,90,1314236212,92,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00116,gigel-si-sosetele,cpp,user_0036,46.88,1323432458,521919,1323432489,521921,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00117,gigel-si-sosetele,cpp,user_0037,50.0,1314234774,27,1314234785,28,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00118,gigel-si-sosetele,cpp,user_0038,2.08,1314237383,161,1314237674,174,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00119,gigel-si-sosetele,cpp,user_0043,2.08,1323425291,521525,1323425476,521530,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00120,gigel-si-sosetele,cpp,user_0043,48.96,1323426173,521554,1323426197,521555,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00120,gigel-si-sosetele,cpp,user_0043,48.96,1323426173,521554,1323426267,521558,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00121,gigel-si-sosetele,cpp,user_0046,46.88,1314235717,63,1314237127,148,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00122,gigel-si-sosetele,cpp,user_0062,13.54,1314237043,144,1314237091,146,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00123,gigel-si-sosetele,cpp,user_0062,46.88,1314236956,138,1314237008,141,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00123,gigel-si-sosetele,cpp,user_0062,46.88,1314236956,138,1314237103,147,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00123,gigel-si-sosetele,cpp,user_0062,46.88,1314236956,138,1314237167,150,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00124,gigel-si-sosetele,cpp,user_0067,3.13,1314234883,32,1314236332,100,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00124,gigel-si-sosetele,cpp,user_0067,3.13,1314234883,32,1314236405,104,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00125,gigel-si-sosetele,cpp,user_0070,22.92,1314236220,92,1314236261,95,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00126,gigel-si-sosetele,cpp,user_0073,12.5,1332754138,1026852,1332754182,1026854,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00127,gigel-si-sosetele,cpp,user_0077,46.88,1323079456,504052,1323079492,504053,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00128,gigel-si-sosetele,cpp,user_0083,2.08,1314236267,95,1314236308,99,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00128,gigel-si-sosetele,cpp,user_0083,2.08,1314236267,95,1314236330,100,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00128,gigel-si-sosetele,cpp,user_0083,2.08,1314236267,95,1314236413,104,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00129,gigel-si-sosetele,cpp,user_0109,1.04,1314235481,53,1314236328,100,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00130,gigel-si-sosetele,cpp,user_0110,20.83,1314235154,41,1314235295,46,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00131,gigel-si-sosetele,cpp,user_0123,1.04,1323455597,523269,1323455607,523270,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00132,gigel-si-sosetele,cpp,user_0137,14.58,1314236648,120,1314236696,123,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00132,gigel-si-sosetele,cpp,user_0137,14.58,1314236648,120,1314237047,144,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00133,gigel-si-sosetele,cpp,user_0140,47.92,1323076015,504001,1323076188,504004,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00134,gigel-si-sosetele,cpp,user_0144,1.04,1314234996,36,1314235115,40,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00135,gigel-si-sosetele,cpp,user_0144,1.04,1314235288,46,1314235367,49,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00136,gigel-si-sosetele,cpp,user_0144,1.04,1314235329,47,1314235350,48,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00136,gigel-si-sosetele,cpp,user_0144,1.04,1314235329,47,1314235389,50,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00137,gigel-si-sosetele,cpp,user_0144,36.46,1314236428,105,1314236725,124,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00137,gigel-si-sosetele,cpp,user_0144,36.46,1314236428,105,1314236742,125,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00138,gigel-si-sosetele,cpp,user_0149,12.5,1344637576,1581733,1344637589,1581736,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00138,gigel-si-sosetele,cpp,user_0149,12.5,1344637576,1581733,1344637646,1581746,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00139,gigel-si-sosetele,cpp,user_0164,5.21,1314236013,78,1314236095,83,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00140,gigel-si-sosetele,cpp,user_0164,11.46,1314236501,110,1314236670,121,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00141,gigel-si-sosetele,cpp,user_0164,26.04,1314237012,142,1314237117,148,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00141,gigel-si-sosetele,cpp,user_0164,26.04,1314237012,142,1314237153,150,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00142,gigel-si-sosetele,cpp,user_0172,12.5,1323432719,521953,1323432742,521955,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00142,gigel-si-sosetele,cpp,user_0172,12.5,1323432719,521953,1323432774,521959,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00142,gigel-si-sosetele,cpp,user_0172,12.5,1323432719,521953,1323432824,521966,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00143,gigel-si-sosetele,cpp,user_0172,12.5,1323432892,521976,1323432896,521977,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00144,gigel-si-sosetele,cpp,user_0172,12.5,1323433002,521991,1323442435,522571,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00144,gigel-si-sosetele,cpp,user_0172,12.5,1323433002,521991,1323442703,522579,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00144,gigel-si-sosetele,cpp,user_0172,12.5,1323433002,521991,1323442848,522584,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
group_00144,gigel-si-sosetele,cpp,user_0172,12.5,1323433002,521991,1323443126,522594,1.0,True,True,False,"JPlag AVG 100%, same user, same score"
