submission_id,file,language,score,model_prediction,final_algorithm,decision_source,probability,second_algorithm,second_probability,margin,p_DFS_TOPOLOGICAL_ORDER_CHECK,p_KAHN_TOPOLOGICAL_ORDER_CHECK,p_DEGREE_BASED_HEURISTIC,p_SINGLE_PIVOT_FORWARD_REVERSE_DFS,p_REPEATED_DFS_REACHABILITY,p_REPEATED_BFS_REACHABILITY,p_FLOYD_WARSHALL_REACHABILITY,p_UNKNOWN
1314235802,organizare-mafiota/submissions/1314235802.cpp,cpp,50,DFS_TOPOLOGICAL_ORDER_CHECK,DFS_TOPOLOGICAL_ORDER_CHECK,manual_gold,0.84765625,KAHN_TOPOLOGICAL_ORDER_CHECK,0.089355469,0.758300781,0.84765625,0.089355469,0.012084961,0.017578125,0.012084961,0.006469727,0.005706787,0.010681152
1314235845,organizare-mafiota/submissions/1314235845.cpp,cpp,2.5,REPEATED_DFS_REACHABILITY,UNKNOWN,uncertain_unknown,0.2890625,UNKNOWN,0.25390625,0.03515625,0.13671875,0.020874023,0.026855469,0.198242188,0.2890625,0.044189453,0.030395508,0.25390625
1314236028,organizare-mafiota/submissions/1314236028.java,java,5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.74609375,REPEATED_BFS_REACHABILITY,0.114746094,0.631347656,0.003936768,0.003936768,0.003463745,0.022583008,0.74609375,0.114746094,0.042236328,0.061279297
1314236163,organizare-mafiota/submissions/1314236163.cpp,cpp,47.5,DEGREE_BASED_HEURISTIC,DEGREE_BASED_HEURISTIC,manual_review,0.71875,SINGLE_PIVOT_FORWARD_REVERSE_DFS,0.141601563,0.577148438,0.019165039,0.009033203,0.71875,0.141601563,0.007049561,0.009033203,0.007995605,0.0859375
1314236204,organizare-mafiota/submissions/1314236204.cpp,cpp,47.5,SINGLE_PIVOT_FORWARD_REVERSE_DFS,SINGLE_PIVOT_FORWARD_REVERSE_DFS,probability_model,0.62890625,REPEATED_DFS_REACHABILITY,0.204101563,0.424804688,0.013000488,0.010131836,0.035400391,0.62890625,0.204101563,0.045410156,0.013000488,0.051513672
1314236379,organizare-mafiota/submissions/1314236379.cpp,cpp,47.5,SINGLE_PIVOT_FORWARD_REVERSE_DFS,UNKNOWN,uncertain_unknown,0.43359375,REPEATED_DFS_REACHABILITY,0.380859375,0.052734375,0.014831543,0.013061523,0.051757813,0.43359375,0.380859375,0.045654297,0.014831543,0.045654297
1314236520,organizare-mafiota/submissions/1314236520.java,java,7.5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.75390625,REPEATED_BFS_REACHABILITY,0.190429688,0.563476563,0.001983643,0.002716064,0.002120972,0.015625,0.75390625,0.190429688,0.025756836,0.007385254
1314236564,organizare-mafiota/submissions/1314236564.cpp,cpp,2.5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.6640625,SINGLE_PIVOT_FORWARD_REVERSE_DFS,0.130859375,0.533203125,0.010681152,0.009460449,0.017700195,0.130859375,0.6640625,0.079101563,0.048095703,0.042236328
1314236632,organizare-mafiota/submissions/1314236632.cpp,cpp,2.5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.60546875,SINGLE_PIVOT_FORWARD_REVERSE_DFS,0.173828125,0.431640625,0.011108398,0.009765625,0.030151367,0.173828125,0.60546875,0.08203125,0.038574219,0.049804688
1314236638,organizare-mafiota/submissions/1314236638.java,java,10,UNKNOWN,UNKNOWN,uncertain_unknown,0.330078125,DFS_TOPOLOGICAL_ORDER_CHECK,0.227539063,0.102539063,0.227539063,0.121582031,0.083496094,0.15625,0.039550781,0.023925781,0.016479492,0.330078125
1314236683,organizare-mafiota/submissions/1314236683.cpp,cpp,2.5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.6875,SINGLE_PIVOT_FORWARD_REVERSE_DFS,0.153320313,0.534179688,0.004364014,0.004638672,0.012634277,0.153320313,0.6875,0.082519531,0.026733398,0.026733398
1314236693,organizare-mafiota/submissions/1314236693.cpp,cpp,5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.8984375,REPEATED_BFS_REACHABILITY,0.05078125,0.84765625,0.0025177,0.002090454,0.002227783,0.016479492,0.8984375,0.05078125,0.018676758,0.008789063
1314236712,organizare-mafiota/submissions/1314236712.cpp,cpp,7.5,FLOYD_WARSHALL_REACHABILITY,FLOYD_WARSHALL_REACHABILITY,probability_model,0.8984375,UNKNOWN,0.083496094,0.814941406,0.001434326,0.000869751,0.000770569,0.001846313,0.00604248,0.007781982,0.8984375,0.083496094
1314236741,organizare-mafiota/submissions/1314236741.java,java,50,KAHN_TOPOLOGICAL_ORDER_CHECK,KAHN_TOPOLOGICAL_ORDER_CHECK,manual_gold,0.8125,DEGREE_BASED_HEURISTIC,0.097167969,0.715332031,0.031494141,0.8125,0.097167969,0.019165039,0.007019043,0.006195068,0.007019043,0.019165039
1314236771,organizare-mafiota/submissions/1314236771.java,java,10,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.85546875,REPEATED_BFS_REACHABILITY,0.0546875,0.80078125,0.00328064,0.00328064,0.004486084,0.020141602,0.85546875,0.0546875,0.042724609,0.015625
1314236788,organizare-mafiota/submissions/1314236788.cpp,cpp,47.5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.70703125,SINGLE_PIVOT_FORWARD_REVERSE_DFS,0.158203125,0.548828125,0.007385254,0.008911133,0.03112793,0.158203125,0.70703125,0.058105469,0.014709473,0.014709473
1314236817,organizare-mafiota/submissions/1314236817.java,java,10,FLOYD_WARSHALL_REACHABILITY,FLOYD_WARSHALL_REACHABILITY,probability_model,0.796875,UNKNOWN,0.177734375,0.619140625,0.004730225,0.001541138,0.001274109,0.002532959,0.006896973,0.008850098,0.796875,0.177734375
1314236829,organizare-mafiota/submissions/1314236829.cpp,cpp,7.5,FLOYD_WARSHALL_REACHABILITY,FLOYD_WARSHALL_REACHABILITY,probability_model,0.796875,UNKNOWN,0.157226563,0.639648438,0.005371094,0.001861572,0.002105713,0.004180908,0.016601563,0.014648438,0.796875,0.157226563
1314236901,organizare-mafiota/submissions/1314236901.cpp,cpp,12.5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.81640625,SINGLE_PIVOT_FORWARD_REVERSE_DFS,0.086425781,0.729980469,0.004852295,0.004852295,0.021850586,0.086425781,0.81640625,0.040771484,0.013244629,0.010314941
1314236920,organizare-mafiota/submissions/1314236920.cpp,cpp,47.5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.8203125,SINGLE_PIVOT_FORWARD_REVERSE_DFS,0.076171875,0.744140625,0.006652832,0.004882813,0.019287109,0.076171875,0.8203125,0.046386719,0.013244629,0.013244629
1314236969,organizare-mafiota/submissions/1314236969.java,java,10,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.71875,REPEATED_BFS_REACHABILITY,0.181640625,0.537109375,0.004852295,0.003768921,0.003128052,0.021728516,0.71875,0.181640625,0.052001953,0.014892578
1314237041,organizare-mafiota/submissions/1314237041.cpp,cpp,12.5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,manual_review,0.89453125,REPEATED_BFS_REACHABILITY,0.039306641,0.855224609,0.001617432,0.001953125,0.002502441,0.030517578,0.89453125,0.039306641,0.016357422,0.014465332
1314237053,organizare-mafiota/submissions/1314237053.java,java,7.5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.87109375,REPEATED_BFS_REACHABILITY,0.062988281,0.808105469,0.002944946,0.003341675,0.00402832,0.023193359,0.87109375,0.062988281,0.026367188,0.005859375
1314237062,organizare-mafiota/submissions/1314237062.cpp,cpp,47.5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.6953125,REPEATED_BFS_REACHABILITY,0.154296875,0.541015625,0.009887695,0.011230469,0.00769043,0.083007813,0.6953125,0.154296875,0.023681641,0.016357422
1314237095,organizare-mafiota/submissions/1314237095.java,java,10,FLOYD_WARSHALL_REACHABILITY,FLOYD_WARSHALL_REACHABILITY,probability_model,0.88671875,UNKNOWN,0.082519531,0.804199219,0.002487183,0.001419067,0.001174927,0.002487183,0.009887695,0.012634277,0.88671875,0.082519531
1314237119,organizare-mafiota/submissions/1314237119.cpp,cpp,10,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.91796875,REPEATED_BFS_REACHABILITY,0.027709961,0.890258789,0.002578735,0.00213623,0.00201416,0.014831543,0.91796875,0.027709961,0.021606445,0.011535645
1314237143,organizare-mafiota/submissions/1314237143.cpp,cpp,12.5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,manual_review,0.875,SINGLE_PIVOT_FORWARD_REVERSE_DFS,0.049316406,0.825683594,0.001487732,0.001907349,0.002304077,0.049316406,0.875,0.043457031,0.015991211,0.012451172
1314237178,organizare-mafiota/submissions/1314237178.cpp,cpp,10,FLOYD_WARSHALL_REACHABILITY,FLOYD_WARSHALL_REACHABILITY,probability_model,0.87109375,UNKNOWN,0.071289063,0.799804688,0.003143311,0.002029419,0.001785278,0.004577637,0.026245117,0.020507813,0.87109375,0.071289063
1314237264,organizare-mafiota/submissions/1314237264.cpp,cpp,7.5,FLOYD_WARSHALL_REACHABILITY,FLOYD_WARSHALL_REACHABILITY,probability_model,0.82421875,UNKNOWN,0.111328125,0.712890625,0.004882813,0.002166748,0.002044678,0.005554199,0.028198242,0.021972656,0.82421875,0.111328125
1314237394,organizare-mafiota/submissions/1314237394.cpp,cpp,12.5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,manual_review,0.875,SINGLE_PIVOT_FORWARD_REVERSE_DFS,0.043701172,0.831298828,0.001914978,0.002624512,0.003814697,0.043701172,0.875,0.043701172,0.018188477,0.011047363
1314237440,organizare-mafiota/submissions/1314237440.java,java,12.5,REPEATED_DFS_REACHABILITY,REPEATED_BFS_REACHABILITY,manual_review,0.61328125,REPEATED_BFS_REACHABILITY,0.2890625,0.32421875,0.001724243,0.00125885,0.001045227,0.020996094,0.61328125,0.2890625,0.044433594,0.026977539
1314237503,organizare-mafiota/submissions/1314237503.java,java,7.5,FLOYD_WARSHALL_REACHABILITY,UNKNOWN,uncertain_unknown,0.609375,UNKNOWN,0.223632813,0.385742188,0.011108398,0.002807617,0.003845215,0.012634277,0.08203125,0.056396484,0.609375,0.223632813
1314237561,organizare-mafiota/submissions/1314237561.java,java,7.5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.875,REPEATED_BFS_REACHABILITY,0.063476563,0.811523438,0.001586914,0.002319336,0.002624512,0.014160156,0.875,0.063476563,0.026489258,0.012512207
1314237580,organizare-mafiota/submissions/1314237580.cpp,cpp,47.5,DEGREE_BASED_HEURISTIC,DEGREE_BASED_HEURISTIC,probability_model,0.7890625,SINGLE_PIVOT_FORWARD_REVERSE_DFS,0.12109375,0.66796875,0.014465332,0.008728027,0.7890625,0.12109375,0.007720947,0.008728027,0.00680542,0.044433594
1314237611,organizare-mafiota/submissions/1314237611.java,java,10,FLOYD_WARSHALL_REACHABILITY,FLOYD_WARSHALL_REACHABILITY,probability_model,0.890625,UNKNOWN,0.073242188,0.817382813,0.003204346,0.001617432,0.00151825,0.003204346,0.012695313,0.014404297,0.890625,0.073242188
1314237712,organizare-mafiota/submissions/1314237712.java,java,15,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.9296875,REPEATED_BFS_REACHABILITY,0.031738281,0.897949219,0.001487732,0.002029419,0.002456665,0.009094238,0.9296875,0.031738281,0.019287109,0.004058838
1323078705,organizare-mafiota/submissions/1323078705.cpp,cpp,12.5,REPEATED_DFS_REACHABILITY,REPEATED_BFS_REACHABILITY,manual_review,0.4453125,REPEATED_BFS_REACHABILITY,0.392578125,0.052734375,0.003189087,0.002197266,0.001937866,0.017211914,0.4453125,0.392578125,0.060302734,0.077148438
1323079709,organizare-mafiota/submissions/1323079709.java,java,12.5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.8984375,REPEATED_BFS_REACHABILITY,0.039550781,0.858886719,0.0025177,0.003448486,0.004699707,0.030761719,0.8984375,0.039550781,0.014526367,0.006866455
1323079843,organizare-mafiota/submissions/1323079843.cpp,cpp,7.5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.6484375,REPEATED_BFS_REACHABILITY,0.14453125,0.50390625,0.007202148,0.004089355,0.003860474,0.032226563,0.6484375,0.14453125,0.099609375,0.060302734
1323079981,organizare-mafiota/submissions/1323079981.cpp,cpp,7.5,REPEATED_DFS_REACHABILITY,UNKNOWN,uncertain_unknown,0.455078125,REPEATED_BFS_REACHABILITY,0.35546875,0.099609375,0.004180908,0.003707886,0.003936768,0.029052734,0.455078125,0.35546875,0.069824219,0.079101563
1323105206,organizare-mafiota/submissions/1323105206.java,java,7.5,UNKNOWN,UNKNOWN,uncertain_unknown,0.275390625,SINGLE_PIVOT_FORWARD_REVERSE_DFS,0.21484375,0.060546875,0.089355469,0.037353516,0.079101563,0.21484375,0.21484375,0.047851563,0.042236328,0.275390625
1323374501,organizare-mafiota/submissions/1323374501.java,java,15,KAHN_TOPOLOGICAL_ORDER_CHECK,UNKNOWN,uncertain_unknown,0.271484375,UNKNOWN,0.2109375,0.060546875,0.053222656,0.271484375,0.099609375,0.087890625,0.112792969,0.077636719,0.087890625,0.2109375
1323374677,organizare-mafiota/submissions/1323374677.java,java,50,KAHN_TOPOLOGICAL_ORDER_CHECK,KAHN_TOPOLOGICAL_ORDER_CHECK,manual_gold,0.75390625,DEGREE_BASED_HEURISTIC,0.090332031,0.663574219,0.0703125,0.75390625,0.090332031,0.025878906,0.015625,0.012207031,0.010742188,0.020141602
1323388419,organizare-mafiota/submissions/1323388419.cpp,cpp,15,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.412109375,REPEATED_BFS_REACHABILITY,0.171875,0.240234375,0.018066406,0.104003906,0.043457031,0.091796875,0.412109375,0.171875,0.055664063,0.104003906
1323398709,organizare-mafiota/submissions/1323398709.cpp,cpp,5,REPEATED_DFS_REACHABILITY,UNKNOWN,uncertain_unknown,0.275390625,REPEATED_BFS_REACHABILITY,0.275390625,0,0.029052734,0.037353516,0.022705078,0.1015625,0.275390625,0.275390625,0.042236328,0.21484375
1323398884,organizare-mafiota/submissions/1323398884.cpp,cpp,10,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.578125,REPEATED_BFS_REACHABILITY,0.165039063,0.413085938,0.019775391,0.032470703,0.022338867,0.060791016,0.578125,0.165039063,0.068847656,0.053710938
1323409209,organizare-mafiota/submissions/1323409209.cpp,cpp,47.5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.7890625,SINGLE_PIVOT_FORWARD_REVERSE_DFS,0.073242188,0.715820313,0.011230469,0.00994873,0.011230469,0.073242188,0.7890625,0.057128906,0.030517578,0.018554688
1323410048,organizare-mafiota/submissions/1323410048.cpp,cpp,50,DFS_TOPOLOGICAL_ORDER_CHECK,DFS_TOPOLOGICAL_ORDER_CHECK,probability_model,0.90625,KAHN_TOPOLOGICAL_ORDER_CHECK,0.051269531,0.854980469,0.90625,0.051269531,0.005401611,0.016601563,0.006103516,0.001983643,0.001548767,0.010070801
1323414901,organizare-mafiota/submissions/1323414901.cpp,cpp,50,KAHN_TOPOLOGICAL_ORDER_CHECK,KAHN_TOPOLOGICAL_ORDER_CHECK,probability_model,0.9453125,DEGREE_BASED_HEURISTIC,0.022216797,0.923095703,0.010498047,0.9453125,0.022216797,0.004943848,0.003860474,0.005615234,0.004943848,0.00340271
1323431344,organizare-mafiota/submissions/1323431344.cpp,cpp,50,DFS_TOPOLOGICAL_ORDER_CHECK,DFS_TOPOLOGICAL_ORDER_CHECK,manual_gold,0.8671875,KAHN_TOPOLOGICAL_ORDER_CHECK,0.048828125,0.818359375,0.8671875,0.048828125,0.010925293,0.033447266,0.023071289,0.006622314,0.003997803,0.007476807
1323449697,organizare-mafiota/submissions/1323449697.java,java,12.5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.423828125,DFS_TOPOLOGICAL_ORDER_CHECK,0.291015625,0.1328125,0.291015625,0.057373047,0.023925781,0.073730469,0.423828125,0.023925781,0.064941406,0.039550781
1323449733,organizare-mafiota/submissions/1323449733.java,java,15,DFS_TOPOLOGICAL_ORDER_CHECK,DFS_TOPOLOGICAL_ORDER_CHECK,probability_model,0.71484375,REPEATED_DFS_REACHABILITY,0.124023438,0.590820313,0.71484375,0.040283203,0.014831543,0.05859375,0.124023438,0.008972168,0.016845703,0.021606445
1323449824,organizare-mafiota/submissions/1323449824.cpp,cpp,15,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,manual_review,0.8359375,REPEATED_BFS_REACHABILITY,0.068847656,0.767089844,0.001945496,0.002212524,0.002075195,0.041503906,0.8359375,0.068847656,0.025268555,0.022338867
1323450152,organizare-mafiota/submissions/1323450152.cpp,cpp,47.5,REPEATED_DFS_REACHABILITY,SINGLE_PIVOT_FORWARD_REVERSE_DFS,manual_review,0.56640625,SINGLE_PIVOT_FORWARD_REVERSE_DFS,0.341796875,0.224609375,0.004058838,0.003356934,0.003158569,0.341796875,0.56640625,0.046386719,0.008056641,0.028076172
1331892309,organizare-mafiota/submissions/1331892309.java,java,5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.6953125,FLOYD_WARSHALL_REACHABILITY,0.155273438,0.540039063,0.006835938,0.005004883,0.007720947,0.034667969,0.6953125,0.073242188,0.155273438,0.020996094
1331892366,organizare-mafiota/submissions/1331892366.java,java,5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.65234375,REPEATED_BFS_REACHABILITY,0.099609375,0.552734375,0.01348877,0.008178711,0.01348877,0.060546875,0.65234375,0.099609375,0.099609375,0.053466797
1331892429,organizare-mafiota/submissions/1331892429.java,java,5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.625,FLOYD_WARSHALL_REACHABILITY,0.122558594,0.502441406,0.014648438,0.008911133,0.018798828,0.057861328,0.625,0.095703125,0.122558594,0.057861328
1333772905,organizare-mafiota/submissions/1333772905.cpp,cpp,5,REPEATED_DFS_REACHABILITY,UNKNOWN,uncertain_unknown,0.427734375,REPEATED_BFS_REACHABILITY,0.427734375,0,0.004455566,0.003692627,0.004180908,0.03515625,0.427734375,0.427734375,0.039794922,0.057861328
1333773505,organizare-mafiota/submissions/1333773505.cpp,cpp,5,REPEATED_DFS_REACHABILITY,UNKNOWN,uncertain_unknown,0.474609375,REPEATED_BFS_REACHABILITY,0.41796875,0.056640625,0.002822876,0.001937866,0.001609802,0.016235352,0.474609375,0.41796875,0.034423828,0.050048828
1333773627,organizare-mafiota/submissions/1333773627.cpp,cpp,5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.54296875,REPEATED_BFS_REACHABILITY,0.330078125,0.212890625,0.003036499,0.002227783,0.001968384,0.016479492,0.54296875,0.330078125,0.05078125,0.05078125
1333777242,organizare-mafiota/submissions/1333777242.cpp,cpp,50,KAHN_TOPOLOGICAL_ORDER_CHECK,KAHN_TOPOLOGICAL_ORDER_CHECK,probability_model,0.85546875,DEGREE_BASED_HEURISTIC,0.048339844,0.807128906,0.025878906,0.85546875,0.048339844,0.017822266,0.005096436,0.007415771,0.005767822,0.033203125
1333787279,organizare-mafiota/submissions/1333787279.cpp,cpp,50,DFS_TOPOLOGICAL_ORDER_CHECK,DFS_TOPOLOGICAL_ORDER_CHECK,probability_model,0.796875,KAHN_TOPOLOGICAL_ORDER_CHECK,0.07421875,0.72265625,0.796875,0.07421875,0.02722168,0.039550781,0.018676758,0.0078125,0.0050354,0.030883789
1333788831,organizare-mafiota/submissions/1333788831.java,java,50,KAHN_TOPOLOGICAL_ORDER_CHECK,KAHN_TOPOLOGICAL_ORDER_CHECK,probability_model,0.796875,DEGREE_BASED_HEURISTIC,0.065429688,0.731445313,0.05078125,0.796875,0.065429688,0.021240234,0.006866455,0.010009766,0.006072998,0.044921875
1333799188,organizare-mafiota/submissions/1333799188.cpp,cpp,50,DFS_TOPOLOGICAL_ORDER_CHECK,DFS_TOPOLOGICAL_ORDER_CHECK,probability_model,0.8984375,SINGLE_PIVOT_FORWARD_REVERSE_DFS,0.044921875,0.853515625,0.8984375,0.016479492,0.005340576,0.044921875,0.014526367,0.003250122,0.002868652,0.012817383
1333803013,organizare-mafiota/submissions/1333803013.java,java,5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.6171875,REPEATED_BFS_REACHABILITY,0.291015625,0.326171875,0.002365112,0.001533508,0.001052856,0.011291504,0.6171875,0.291015625,0.05078125,0.023925781
1333805821,organizare-mafiota/submissions/1333805821.cpp,cpp,47.5,DEGREE_BASED_HEURISTIC,DEGREE_BASED_HEURISTIC,probability_model,0.734375,SINGLE_PIVOT_FORWARD_REVERSE_DFS,0.14453125,0.58984375,0.01184082,0.006347656,0.734375,0.14453125,0.007171631,0.01184082,0.008117676,0.077148438
1344489937,organizare-mafiota/submissions/1344489937.java,java,5,REPEATED_DFS_REACHABILITY,REPEATED_DFS_REACHABILITY,probability_model,0.7734375,FLOYD_WARSHALL_REACHABILITY,0.133789063,0.639648438,0.001586914,0.002029419,0.002304077,0.012451172,0.7734375,0.063476563,0.133789063,0.012451172
1344573200,organizare-mafiota/submissions/1344573200.cpp,cpp,50,KAHN_TOPOLOGICAL_ORDER_CHECK,KAHN_TOPOLOGICAL_ORDER_CHECK,probability_model,0.94921875,UNKNOWN,0.017333984,0.931884766,0.010498047,0.94921875,0.009277344,0.004974365,0.002502441,0.005645752,0.002212524,0.017333984
1344629085,organizare-mafiota/submissions/1344629085.cpp,cpp,50,DFS_TOPOLOGICAL_ORDER_CHECK,DFS_TOPOLOGICAL_ORDER_CHECK,manual_gold,0.86328125,KAHN_TOPOLOGICAL_ORDER_CHECK,0.037841797,0.825439453,0.86328125,0.037841797,0.00958252,0.037841797,0.020263672,0.005828857,0.004516602,0.020263672
1344635351,organizare-mafiota/submissions/1344635351.cpp,cpp,50,DFS_TOPOLOGICAL_ORDER_CHECK,DFS_TOPOLOGICAL_ORDER_CHECK,probability_model,0.84765625,KAHN_TOPOLOGICAL_ORDER_CHECK,0.089355469,0.758300781,0.84765625,0.089355469,0.012084961,0.017578125,0.012084961,0.006469727,0.005706787,0.010681152
1359952643,organizare-mafiota/submissions/1359952643.cpp,cpp,50,DFS_TOPOLOGICAL_ORDER_CHECK,DFS_TOPOLOGICAL_ORDER_CHECK,manual_gold,0.77734375,KAHN_TOPOLOGICAL_ORDER_CHECK,0.072265625,0.705078125,0.77734375,0.072265625,0.018310547,0.034179688,0.034179688,0.014282227,0.014282227,0.034179688
